,Unnamed: 0,user_id,qId,answered_correctly,problem
42,42,10,6,0.6666666666666666,"['ursa', 'major', 'corp', 'recently', 'negotiate', 'deal', 'russian', 'competitor', 'survey', 'kamchatka', 'peninsula']"
43,43,14,6,0.75,"['ursa', 'major', 'corp', 'recently', 'negotiate', 'deal', 'russian', 'competitor', 'survey', 'kamchatka', 'peninsula']"
44,44,16,6,0.25,"['ursa', 'major', 'corp', 'recently', 'negotiate', 'deal', 'russian', 'competitor', 'survey', 'kamchatka', 'peninsula']"
45,45,1,7,1.0,"['cho', 'relay', 'concern', 'company', 'financial', 'situation', 'meeting', 'manager']"
46,46,2,7,0.5555555555555556,"['cho', 'relay', 'concern', 'company', 'financial', 'situation', 'meeting', 'manager']"
47,47,3,7,0.8,"['cho', 'relay', 'concern', 'company', 'financial', 'situation', 'meeting', 'manager']"
48,48,4,7,0.5,"['cho', 'relay', 'concern', 'company', 'financial', 'situation', 'meeting', 'manager']"
49,49,5,7,0.0,"['cho', 'relay', 'concern', 'company', 'financial', 'situation', 'meeting', 'manager']"
50,50,6,7,0.3333333333333333,"['cho', 'relay', 'concern', 'company', 'financial', 'situation', 'meeting', 'manager']"
51,51,7,7,1.0,"['cho', 'relay', 'concern', 'company', 'financial', 'situation', 'meeting', 'manager']"
52,52,8,7,0.5,"['cho', 'relay', 'concern', 'company', 'financial', 'situation', 'meeting', 'manager']"
53,53,9,7,0.75,"['cho', 'relay', 'concern', 'company', 'financial', 'situation', 'meeting', 'manager']"
54,54,10,7,0.5,"['cho', 'relay', 'concern', 'company', 'financial', 'situation', 'meeting', 'manager']"
55,55,11,7,0.5,"['cho', 'relay', 'concern', 'company', 'financial', 'situation', 'meeting', 'manager']"
56,56,12,7,0.25,"['cho', 'relay', 'concern', 'company', 'financial', 'situation', 'meeting', 'manager']"
57,57,13,7,0.4,"['cho', 'relay', 'concern', 'company', 'financial', 'situation', 'meeting', 'manager']"
58,58,14,7,0.8,"['cho', 'relay', 'concern', 'company', 'financial', 'situation', 'meeting', 'manager']"
59,59,15,7,1.0,"['cho', 'relay', 'concern', 'company', 'financial', 'situation', 'meeting', 'manager']"
60,60,16,7,0.6666666666666666,"['cho', 'relay', 'concern', 'company', 'financial', 'situation', 'meeting', 'manager']"
61,61,1,8,0.25,"['whether', 'necessary', 'register', 'student', 'discount', 'card', 'depend', 'need', 'individual']"
62,62,2,8,0.2857142857142857,"['whether', 'necessary', 'register', 'student', 'discount', 'card', 'depend', 'need', 'individual']"
63,63,3,8,1.0,"['whether', 'necessary', 'register', 'student', 'discount', 'card', 'depend', 'need', 'individual']"
64,64,4,8,1.0,"['whether', 'necessary', 'register', 'student', 'discount', 'card', 'depend', 'need', 'individual']"
65,65,6,8,1.0,"['whether', 'necessary', 'register', 'student', 'discount', 'card', 'depend', 'need', 'individual']"
66,66,7,8,0.6666666666666666,"['whether', 'necessary', 'register', 'student', 'discount', 'card', 'depend', 'need', 'individual']"
67,67,9,8,1.0,"['whether', 'necessary', 'register', 'student', 'discount', 'card', 'depend', 'need', 'individual']"
68,68,11,8,0.5,"['whether', 'necessary', 'register', 'student', 'discount', 'card', 'depend', 'need', 'individual']"
69,69,12,8,1.0,"['whether', 'necessary', 'register', 'student', 'discount', 'card', 'depend', 'need', 'individual']"
70,70,14,8,1.0,"['whether', 'necessary', 'register', 'student', 'discount', 'card', 'depend', 'need', 'individual']"
71,71,15,8,1.0,"['whether', 'necessary', 'register', 'student', 'discount', 'card', 'depend', 'need', 'individual']"
72,72,1,9,1.0,"['even', 'experience', 'clerk', 'encourage', 'attend', 'training', 'session', 'keep', 'update', 'ideas', 'world', 'banking']"
73,73,2,9,0.5,"['even', 'experience', 'clerk', 'encourage', 'attend', 'training', 'session', 'keep', 'update', 'ideas', 'world', 'banking']"
74,74,3,9,0.3,"['even', 'experience', 'clerk', 'encourage', 'attend', 'training', 'session', 'keep', 'update', 'ideas', 'world', 'banking']"
75,75,6,9,1.0,"['even', 'experience', 'clerk', 'encourage', 'attend', 'training', 'session', 'keep', 'update', 'ideas', 'world', 'banking']"
76,76,7,9,1.0,"['even', 'experience', 'clerk', 'encourage', 'attend', 'training', 'session', 'keep', 'update', 'ideas', 'world', 'banking']"
77,77,9,9,1.0,"['even', 'experience', 'clerk', 'encourage', 'attend', 'training', 'session', 'keep', 'update', 'ideas', 'world', 'banking']"
78,78,10,9,1.0,"['even', 'experience', 'clerk', 'encourage', 'attend', 'training', 'session', 'keep', 'update', 'ideas', 'world', 'banking']"
79,79,11,9,0.8333333333333334,"['even', 'experience', 'clerk', 'encourage', 'attend', 'training', 'session', 'keep', 'update', 'ideas', 'world', 'banking']"
80,80,12,9,1.0,"['even', 'experience', 'clerk', 'encourage', 'attend', 'training', 'session', 'keep', 'update', 'ideas', 'world', 'banking']"
81,81,14,9,0.8333333333333334,"['even', 'experience', 'clerk', 'encourage', 'attend', 'training', 'session', 'keep', 'update', 'ideas', 'world', 'banking']"
82,82,15,9,1.0,"['even', 'experience', 'clerk', 'encourage', 'attend', 'training', 'session', 'keep', 'update', 'ideas', 'world', 'banking']"
83,83,16,9,1.0,"['even', 'experience', 'clerk', 'encourage', 'attend', 'training', 'session', 'keep', 'update', 'ideas', 'world', 'banking']"
84,84,1,10,0.6666666666666666,"['worker', 'advise', 'operate', 'certain', 'machine']"
85,85,2,10,0.75,"['worker', 'advise', 'operate', 'certain', 'machine']"
86,86,3,10,1.0,"['worker', 'advise', 'operate', 'certain', 'machine']"
87,87,4,10,1.0,"['worker', 'advise', 'operate', 'certain', 'machine']"
88,88,5,10,1.0,"['worker', 'advise', 'operate', 'certain', 'machine']"
89,89,6,10,0.8695652173913043,"['worker', 'advise', 'operate', 'certain', 'machine']"
90,90,7,10,0.5,"['worker', 'advise', 'operate', 'certain', 'machine']"
91,91,8,10,1.0,"['worker', 'advise', 'operate', 'certain', 'machine']"
92,92,9,10,1.0,"['worker', 'advise', 'operate', 'certain', 'machine']"
93,93,10,10,1.0,"['worker', 'advise', 'operate', 'certain', 'machine']"
94,94,11,10,0.4,"['worker', 'advise', 'operate', 'certain', 'machine']"
95,95,12,10,1.0,"['worker', 'advise', 'operate', 'certain', 'machine']"
96,96,13,10,1.0,"['worker', 'advise', 'operate', 'certain', 'machine']"
97,97,14,10,0.8333333333333334,"['worker', 'advise', 'operate', 'certain', 'machine']"
98,98,15,10,0.875,"['worker', 'advise', 'operate', 'certain', 'machine']"
99,99,16,10,1.0,"['worker', 'advise', 'operate', 'certain', 'machine']"
100,100,1,11,1.0,"['construction', 'discount', 'department', 'store', 'delayed', 'protest', 'several', 'member', 'community']"
101,101,2,11,0.8333333333333334,"['construction', 'discount', 'department', 'store', 'delayed', 'protest', 'several', 'member', 'community']"
102,102,3,11,0.4545454545454545,"['construction', 'discount', 'department', 'store', 'delayed', 'protest', 'several', 'member', 'community']"
103,103,4,11,0.6666666666666666,"['construction', 'discount', 'department', 'store', 'delayed', 'protest', 'several', 'member', 'community']"
104,104,6,11,0.5,"['construction', 'discount', 'department', 'store', 'delayed', 'protest', 'several', 'member', 'community']"
105,105,7,11,1.0,"['construction', 'discount', 'department', 'store', 'delayed', 'protest', 'several', 'member', 'community']"
106,106,8,11,1.0,"['construction', 'discount', 'department', 'store', 'delayed', 'protest', 'several', 'member', 'community']"
107,107,9,11,0.8571428571428571,"['construction', 'discount', 'department', 'store', 'delayed', 'protest', 'several', 'member', 'community']"
108,108,10,11,1.0,"['construction', 'discount', 'department', 'store', 'delayed', 'protest', 'several', 'member', 'community']"
109,109,11,11,0.8333333333333334,"['construction', 'discount', 'department', 'store', 'delayed', 'protest', 'several', 'member', 'community']"
110,110,12,11,1.0,"['construction', 'discount', 'department', 'store', 'delayed', 'protest', 'several', 'member', 'community']"
111,111,13,11,0.875,"['construction', 'discount', 'department', 'store', 'delayed', 'protest', 'several', 'member', 'community']"
112,112,14,11,0.8333333333333334,"['construction', 'discount', 'department', 'store', 'delayed', 'protest', 'several', 'member', 'community']"
113,113,15,11,0.8,"['construction', 'discount', 'department', 'store', 'delayed', 'protest', 'several', 'member', 'community']"
114,114,16,11,0.6666666666666666,"['construction', 'discount', 'department', 'store', 'delayed', 'protest', 'several', 'member', 'community']"
115,115,1,12,0.5,"['maria', 'perreira', 'largely', 'responsible', 'company', 'successful', 'marketing', 'campaign']"
116,116,2,12,0.4,"['maria', 'perreira', 'largely', 'responsible', 'company', 'successful', 'marketing', 'campaign']"
117,117,3,12,0.0,"['maria', 'perreira', 'largely', 'responsible', 'company', 'successful', 'marketing', 'campaign']"
118,118,4,12,0.3333333333333333,"['maria', 'perreira', 'largely', 'responsible', 'company', 'successful', 'marketing', 'campaign']"
119,119,5,12,1.0,"['maria', 'perreira', 'largely', 'responsible', 'company', 'successful', 'marketing', 'campaign']"
120,120,6,12,0.8571428571428571,"['maria', 'perreira', 'largely', 'responsible', 'company', 'successful', 'marketing', 'campaign']"
121,121,7,12,0.3333333333333333,"['maria', 'perreira', 'largely', 'responsible', 'company', 'successful', 'marketing', 'campaign']"
122,122,9,12,1.0,"['maria', 'perreira', 'largely', 'responsible', 'company', 'successful', 'marketing', 'campaign']"
123,123,10,12,1.0,"['maria', 'perreira', 'largely', 'responsible', 'company', 'successful', 'marketing', 'campaign']"
124,124,11,12,1.0,"['maria', 'perreira', 'largely', 'responsible', 'company', 'successful', 'marketing', 'campaign']"
125,125,12,12,0.3333333333333333,"['maria', 'perreira', 'largely', 'responsible', 'company', 'successful', 'marketing', 'campaign']"
126,126,13,12,0.5,"['maria', 'perreira', 'largely', 'responsible', 'company', 'successful', 'marketing', 'campaign']"
127,127,14,12,1.0,"['maria', 'perreira', 'largely', 'responsible', 'company', 'successful', 'marketing', 'campaign']"
128,128,15,12,0.6363636363636364,"['maria', 'perreira', 'largely', 'responsible', 'company', 'successful', 'marketing', 'campaign']"
129,129,16,12,1.0,"['maria', 'perreira', 'largely', 'responsible', 'company', 'successful', 'marketing', 'campaign']"
130,130,1,13,1.0,"['singh', 'request', 'estimate', 'several', 'cater', 'company', 'make', 'decision']"
131,131,2,13,0.5,"['singh', 'request', 'estimate', 'several', 'cater', 'company', 'make', 'decision']"
132,132,4,13,0.4,"['singh', 'request', 'estimate', 'several', 'cater', 'company', 'make', 'decision']"
133,133,5,13,0.5,"['singh', 'request', 'estimate', 'several', 'cater', 'company', 'make', 'decision']"
134,134,6,13,0.75,"['singh', 'request', 'estimate', 'several', 'cater', 'company', 'make', 'decision']"
135,135,7,13,1.0,"['singh', 'request', 'estimate', 'several', 'cater', 'company', 'make', 'decision']"
136,136,8,13,1.0,"['singh', 'request', 'estimate', 'several', 'cater', 'company', 'make', 'decision']"
137,137,9,13,1.0,"['singh', 'request', 'estimate', 'several', 'cater', 'company', 'make', 'decision']"
138,138,10,13,1.0,"['singh', 'request', 'estimate', 'several', 'cater', 'company', 'make', 'decision']"
139,139,11,13,0.8333333333333334,"['singh', 'request', 'estimate', 'several', 'cater', 'company', 'make', 'decision']"
140,140,12,13,0.6666666666666666,"['singh', 'request', 'estimate', 'several', 'cater', 'company', 'make', 'decision']"
141,141,13,13,0.5,"['singh', 'request', 'estimate', 'several', 'cater', 'company', 'make', 'decision']"
142,142,14,13,0.7142857142857143,"['singh', 'request', 'estimate', 'several', 'cater', 'company', 'make', 'decision']"
143,143,15,13,0.75,"['singh', 'request', 'estimate', 'several', 'cater', 'company', 'make', 'decision']"
144,144,16,13,1.0,"['singh', 'request', 'estimate', 'several', 'cater', 'company', 'make', 'decision']"
145,145,1,14,0.5,"['apartment', 'building', 'occupancy', 'increase', 'due', 'effort', 'knowledgeable', 'friendly', 'rental', 'agent', 'gova']"
146,146,2,14,0.6923076923076923,"['apartment', 'building', 'occupancy', 'increase', 'due', 'effort', 'knowledgeable', 'friendly', 'rental', 'agent', 'gova']"
147,147,3,14,0.3333333333333333,"['apartment', 'building', 'occupancy', 'increase', 'due', 'effort', 'knowledgeable', 'friendly', 'rental', 'agent', 'gova']"
148,148,4,14,1.0,"['apartment', 'building', 'occupancy', 'increase', 'due', 'effort', 'knowledgeable', 'friendly', 'rental', 'agent', 'gova']"
149,149,5,14,0.5,"['apartment', 'building', 'occupancy', 'increase', 'due', 'effort', 'knowledgeable', 'friendly', 'rental', 'agent', 'gova']"
150,150,6,14,0.4,"['apartment', 'building', 'occupancy', 'increase', 'due', 'effort', 'knowledgeable', 'friendly', 'rental', 'agent', 'gova']"
151,151,7,14,1.0,"['apartment', 'building', 'occupancy', 'increase', 'due', 'effort', 'knowledgeable', 'friendly', 'rental', 'agent', 'gova']"
152,152,8,14,0.8571428571428571,"['apartment', 'building', 'occupancy', 'increase', 'due', 'effort', 'knowledgeable', 'friendly', 'rental', 'agent', 'gova']"
153,153,9,14,1.0,"['apartment', 'building', 'occupancy', 'increase', 'due', 'effort', 'knowledgeable', 'friendly', 'rental', 'agent', 'gova']"
154,154,10,14,0.3333333333333333,"['apartment', 'building', 'occupancy', 'increase', 'due', 'effort', 'knowledgeable', 'friendly', 'rental', 'agent', 'gova']"
155,155,11,14,0.14285714285714285,"['apartment', 'building', 'occupancy', 'increase', 'due', 'effort', 'knowledgeable', 'friendly', 'rental', 'agent', 'gova']"
156,156,12,14,0.3333333333333333,"['apartment', 'building', 'occupancy', 'increase', 'due', 'effort', 'knowledgeable', 'friendly', 'rental', 'agent', 'gova']"
157,157,14,14,0.8333333333333334,"['apartment', 'building', 'occupancy', 'increase', 'due', 'effort', 'knowledgeable', 'friendly', 'rental', 'agent', 'gova']"
158,158,15,14,1.0,"['apartment', 'building', 'occupancy', 'increase', 'due', 'effort', 'knowledgeable', 'friendly', 'rental', 'agent', 'gova']"
159,159,16,14,1.0,"['apartment', 'building', 'occupancy', 'increase', 'due', 'effort', 'knowledgeable', 'friendly', 'rental', 'agent', 'gova']"
160,160,1,15,0.6666666666666666,"['employee', 'wish', 'change', 'department', 'within', 'company', 'may', 'send', 'inquiry', 'alvarez']"
161,161,2,15,0.5,"['employee', 'wish', 'change', 'department', 'within', 'company', 'may', 'send', 'inquiry', 'alvarez']"
162,162,3,15,0.4,"['employee', 'wish', 'change', 'department', 'within', 'company', 'may', 'send', 'inquiry', 'alvarez']"
163,163,4,15,0.3333333333333333,"['employee', 'wish', 'change', 'department', 'within', 'company', 'may', 'send', 'inquiry', 'alvarez']"
164,164,5,15,1.0,"['employee', 'wish', 'change', 'department', 'within', 'company', 'may', 'send', 'inquiry', 'alvarez']"
165,165,6,15,0.5,"['employee', 'wish', 'change', 'department', 'within', 'company', 'may', 'send', 'inquiry', 'alvarez']"
166,166,7,15,1.0,"['employee', 'wish', 'change', 'department', 'within', 'company', 'may', 'send', 'inquiry', 'alvarez']"
167,167,8,15,1.0,"['employee', 'wish', 'change', 'department', 'within', 'company', 'may', 'send', 'inquiry', 'alvarez']"
168,168,10,15,1.0,"['employee', 'wish', 'change', 'department', 'within', 'company', 'may', 'send', 'inquiry', 'alvarez']"
169,169,11,15,0.8333333333333334,"['employee', 'wish', 'change', 'department', 'within', 'company', 'may', 'send', 'inquiry', 'alvarez']"
170,170,12,15,1.0,"['employee', 'wish', 'change', 'department', 'within', 'company', 'may', 'send', 'inquiry', 'alvarez']"
171,171,13,15,1.0,"['employee', 'wish', 'change', 'department', 'within', 'company', 'may', 'send', 'inquiry', 'alvarez']"
172,172,14,15,1.0,"['employee', 'wish', 'change', 'department', 'within', 'company', 'may', 'send', 'inquiry', 'alvarez']"
173,173,15,15,0.9090909090909092,"['employee', 'wish', 'change', 'department', 'within', 'company', 'may', 'send', 'inquiry', 'alvarez']"
174,174,16,15,1.0,"['employee', 'wish', 'change', 'department', 'within', 'company', 'may', 'send', 'inquiry', 'alvarez']"
175,175,1,16,0.75,"['economic', 'quarterly', 'criticize', 'quality', 'product', 'produce', 'yun', 'sung', 'industrial', 'co', 'ltd']"
176,176,2,16,0.6666666666666666,"['economic', 'quarterly', 'criticize', 'quality', 'product', 'produce', 'yun', 'sung', 'industrial', 'co', 'ltd']"
177,177,3,16,0.5,"['economic', 'quarterly', 'criticize', 'quality', 'product', 'produce', 'yun', 'sung', 'industrial', 'co', 'ltd']"
178,178,4,16,1.0,"['economic', 'quarterly', 'criticize', 'quality', 'product', 'produce', 'yun', 'sung', 'industrial', 'co', 'ltd']"
179,179,5,16,0.5,"['economic', 'quarterly', 'criticize', 'quality', 'product', 'produce', 'yun', 'sung', 'industrial', 'co', 'ltd']"
180,180,6,16,0.9,"['economic', 'quarterly', 'criticize', 'quality', 'product', 'produce', 'yun', 'sung', 'industrial', 'co', 'ltd']"
181,181,7,16,1.0,"['economic', 'quarterly', 'criticize', 'quality', 'product', 'produce', 'yun', 'sung', 'industrial', 'co', 'ltd']"
182,182,8,16,0.3333333333333333,"['economic', 'quarterly', 'criticize', 'quality', 'product', 'produce', 'yun', 'sung', 'industrial', 'co', 'ltd']"
183,183,9,16,0.8888888888888888,"['economic', 'quarterly', 'criticize', 'quality', 'product', 'produce', 'yun', 'sung', 'industrial', 'co', 'ltd']"
184,184,10,16,1.0,"['economic', 'quarterly', 'criticize', 'quality', 'product', 'produce', 'yun', 'sung', 'industrial', 'co', 'ltd']"
185,185,11,16,0.8571428571428571,"['economic', 'quarterly', 'criticize', 'quality', 'product', 'produce', 'yun', 'sung', 'industrial', 'co', 'ltd']"
186,186,12,16,0.6666666666666666,"['economic', 'quarterly', 'criticize', 'quality', 'product', 'produce', 'yun', 'sung', 'industrial', 'co', 'ltd']"
187,187,13,16,0.3333333333333333,"['economic', 'quarterly', 'criticize', 'quality', 'product', 'produce', 'yun', 'sung', 'industrial', 'co', 'ltd']"
188,188,14,16,1.0,"['economic', 'quarterly', 'criticize', 'quality', 'product', 'produce', 'yun', 'sung', 'industrial', 'co', 'ltd']"
189,189,15,16,1.0,"['economic', 'quarterly', 'criticize', 'quality', 'product', 'produce', 'yun', 'sung', 'industrial', 'co', 'ltd']"
190,190,16,16,0.3333333333333333,"['economic', 'quarterly', 'criticize', 'quality', 'product', 'produce', 'yun', 'sung', 'industrial', 'co', 'ltd']"
191,191,1,17,0.75,"['lead', 'international', 'research', 'facility', 'botany', 'locate', 'hoskin', 'museum', 'natural', 'history']"
192,192,2,17,0.3333333333333333,"['lead', 'international', 'research', 'facility', 'botany', 'locate', 'hoskin', 'museum', 'natural', 'history']"
193,193,3,17,0.5,"['lead', 'international', 'research', 'facility', 'botany', 'locate', 'hoskin', 'museum', 'natural', 'history']"
194,194,4,17,1.0,"['lead', 'international', 'research', 'facility', 'botany', 'locate', 'hoskin', 'museum', 'natural', 'history']"
195,195,5,17,1.0,"['lead', 'international', 'research', 'facility', 'botany', 'locate', 'hoskin', 'museum', 'natural', 'history']"
196,196,6,17,0.7333333333333333,"['lead', 'international', 'research', 'facility', 'botany', 'locate', 'hoskin', 'museum', 'natural', 'history']"
197,197,7,17,0.5,"['lead', 'international', 'research', 'facility', 'botany', 'locate', 'hoskin', 'museum', 'natural', 'history']"
198,198,9,17,1.0,"['lead', 'international', 'research', 'facility', 'botany', 'locate', 'hoskin', 'museum', 'natural', 'history']"
199,199,10,17,1.0,"['lead', 'international', 'research', 'facility', 'botany', 'locate', 'hoskin', 'museum', 'natural', 'history']"
200,200,11,17,0.8,"['lead', 'international', 'research', 'facility', 'botany', 'locate', 'hoskin', 'museum', 'natural', 'history']"
201,201,12,17,1.0,"['lead', 'international', 'research', 'facility', 'botany', 'locate', 'hoskin', 'museum', 'natural', 'history']"
202,202,13,17,1.0,"['lead', 'international', 'research', 'facility', 'botany', 'locate', 'hoskin', 'museum', 'natural', 'history']"
203,203,14,17,1.0,"['lead', 'international', 'research', 'facility', 'botany', 'locate', 'hoskin', 'museum', 'natural', 'history']"
204,204,15,17,1.0,"['lead', 'international', 'research', 'facility', 'botany', 'locate', 'hoskin', 'museum', 'natural', 'history']"
205,205,16,17,1.0,"['lead', 'international', 'research', 'facility', 'botany', 'locate', 'hoskin', 'museum', 'natural', 'history']"
206,206,1,18,0.5,"['order', 'ensure', 'customer', 'safety', 'government', 'institute', 'set', 'guideline', 'pharmaceutical', 'company']"
207,207,2,18,0.6666666666666666,"['order', 'ensure', 'customer', 'safety', 'government', 'institute', 'set', 'guideline', 'pharmaceutical', 'company']"
208,208,3,18,0.5,"['order', 'ensure', 'customer', 'safety', 'government', 'institute', 'set', 'guideline', 'pharmaceutical', 'company']"
209,209,4,18,1.0,"['order', 'ensure', 'customer', 'safety', 'government', 'institute', 'set', 'guideline', 'pharmaceutical', 'company']"
210,210,6,18,0.6,"['order', 'ensure', 'customer', 'safety', 'government', 'institute', 'set', 'guideline', 'pharmaceutical', 'company']"
211,211,7,18,0.6666666666666666,"['order', 'ensure', 'customer', 'safety', 'government', 'institute', 'set', 'guideline', 'pharmaceutical', 'company']"
212,212,8,18,1.0,"['order', 'ensure', 'customer', 'safety', 'government', 'institute', 'set', 'guideline', 'pharmaceutical', 'company']"
213,213,9,18,1.0,"['order', 'ensure', 'customer', 'safety', 'government', 'institute', 'set', 'guideline', 'pharmaceutical', 'company']"
214,214,10,18,1.0,"['order', 'ensure', 'customer', 'safety', 'government', 'institute', 'set', 'guideline', 'pharmaceutical', 'company']"
215,215,11,18,1.0,"['order', 'ensure', 'customer', 'safety', 'government', 'institute', 'set', 'guideline', 'pharmaceutical', 'company']"
216,216,12,18,0.6,"['order', 'ensure', 'customer', 'safety', 'government', 'institute', 'set', 'guideline', 'pharmaceutical', 'company']"
217,217,13,18,1.0,"['order', 'ensure', 'customer', 'safety', 'government', 'institute', 'set', 'guideline', 'pharmaceutical', 'company']"
218,218,14,18,1.0,"['order', 'ensure', 'customer', 'safety', 'government', 'institute', 'set', 'guideline', 'pharmaceutical', 'company']"
219,219,15,18,1.0,"['order', 'ensure', 'customer', 'safety', 'government', 'institute', 'set', 'guideline', 'pharmaceutical', 'company']"
220,220,16,18,1.0,"['order', 'ensure', 'customer', 'safety', 'government', 'institute', 'set', 'guideline', 'pharmaceutical', 'company']"
221,221,1,19,0.5,"['welton', 'textile', 'inc', 'make', 'net', 'profit', 'million', 'allow', 'fund', 'expansion', 'across', 'continent']"
222,222,2,19,0.4,"['welton', 'textile', 'inc', 'make', 'net', 'profit', 'million', 'allow', 'fund', 'expansion', 'across', 'continent']"
223,223,3,19,0.5,"['welton', 'textile', 'inc', 'make', 'net', 'profit', 'million', 'allow', 'fund', 'expansion', 'across', 'continent']"
