,Unnamed: 0,user_id,qId,answered_correctly,problem
55,55,11,7,0.5,ms  cho relayed her concerns about the company s financial situation while she  was having  a meeting with the manager 
56,56,12,7,0.25,ms  cho relayed her concerns about the company s financial situation while she  was having  a meeting with the manager 
57,57,13,7,0.4,ms  cho relayed her concerns about the company s financial situation while she  was having  a meeting with the manager 
58,58,14,7,0.8,ms  cho relayed her concerns about the company s financial situation while she  was having  a meeting with the manager 
59,59,15,7,1.0,ms  cho relayed her concerns about the company s financial situation while she  was having  a meeting with the manager 
60,60,16,7,0.6666666666666666,ms  cho relayed her concerns about the company s financial situation while she  was having  a meeting with the manager 
61,61,1,8,0.25,whether it is  necessary  to register for a student discount card depends on the needs of the individual 
62,62,2,8,0.2857142857142857,whether it is  necessary  to register for a student discount card depends on the needs of the individual 
63,63,3,8,1.0,whether it is  necessary  to register for a student discount card depends on the needs of the individual 
64,64,4,8,1.0,whether it is  necessary  to register for a student discount card depends on the needs of the individual 
65,65,6,8,1.0,whether it is  necessary  to register for a student discount card depends on the needs of the individual 
66,66,7,8,0.6666666666666666,whether it is  necessary  to register for a student discount card depends on the needs of the individual 
67,67,9,8,1.0,whether it is  necessary  to register for a student discount card depends on the needs of the individual 
68,68,11,8,0.5,whether it is  necessary  to register for a student discount card depends on the needs of the individual 
69,69,12,8,1.0,whether it is  necessary  to register for a student discount card depends on the needs of the individual 
70,70,14,8,1.0,whether it is  necessary  to register for a student discount card depends on the needs of the individual 
71,71,15,8,1.0,whether it is  necessary  to register for a student discount card depends on the needs of the individual 
72,72,1,9,1.0,even experienced clerks are encouraged to attend training  sessions  to keep them updated on new ideas in the world of banking 
73,73,2,9,0.5,even experienced clerks are encouraged to attend training  sessions  to keep them updated on new ideas in the world of banking 
74,74,3,9,0.3,even experienced clerks are encouraged to attend training  sessions  to keep them updated on new ideas in the world of banking 
75,75,6,9,1.0,even experienced clerks are encouraged to attend training  sessions  to keep them updated on new ideas in the world of banking 
76,76,7,9,1.0,even experienced clerks are encouraged to attend training  sessions  to keep them updated on new ideas in the world of banking 
77,77,9,9,1.0,even experienced clerks are encouraged to attend training  sessions  to keep them updated on new ideas in the world of banking 
78,78,10,9,1.0,even experienced clerks are encouraged to attend training  sessions  to keep them updated on new ideas in the world of banking 
79,79,11,9,0.8333333333333334,even experienced clerks are encouraged to attend training  sessions  to keep them updated on new ideas in the world of banking 
80,80,12,9,1.0,even experienced clerks are encouraged to attend training  sessions  to keep them updated on new ideas in the world of banking 
81,81,14,9,0.8333333333333334,even experienced clerks are encouraged to attend training  sessions  to keep them updated on new ideas in the world of banking 
82,82,15,9,1.0,even experienced clerks are encouraged to attend training  sessions  to keep them updated on new ideas in the world of banking 
83,83,16,9,1.0,even experienced clerks are encouraged to attend training  sessions  to keep them updated on new ideas in the world of banking 
84,84,1,10,0.6666666666666666,workers are advised not to operate certain machines by  themselves   
85,85,2,10,0.75,workers are advised not to operate certain machines by  themselves   
86,86,3,10,1.0,workers are advised not to operate certain machines by  themselves   
87,87,4,10,1.0,workers are advised not to operate certain machines by  themselves   
88,88,5,10,1.0,workers are advised not to operate certain machines by  themselves   
89,89,6,10,0.8695652173913043,workers are advised not to operate certain machines by  themselves   
90,90,7,10,0.5,workers are advised not to operate certain machines by  themselves   
91,91,8,10,1.0,workers are advised not to operate certain machines by  themselves   
92,92,9,10,1.0,workers are advised not to operate certain machines by  themselves   
93,93,10,10,1.0,workers are advised not to operate certain machines by  themselves   
94,94,11,10,0.4,workers are advised not to operate certain machines by  themselves   
95,95,12,10,1.0,workers are advised not to operate certain machines by  themselves   
96,96,13,10,1.0,workers are advised not to operate certain machines by  themselves   
97,97,14,10,0.8333333333333334,workers are advised not to operate certain machines by  themselves   
98,98,15,10,0.875,workers are advised not to operate certain machines by  themselves   
99,99,16,10,1.0,workers are advised not to operate certain machines by  themselves   
100,100,1,11,1.0,  the  construction  of a discount department store was delayed by the protests of several members of the community 
101,101,2,11,0.8333333333333334,  the  construction  of a discount department store was delayed by the protests of several members of the community 
102,102,3,11,0.4545454545454545,  the  construction  of a discount department store was delayed by the protests of several members of the community 
103,103,4,11,0.6666666666666666,  the  construction  of a discount department store was delayed by the protests of several members of the community 
104,104,6,11,0.5,  the  construction  of a discount department store was delayed by the protests of several members of the community 
105,105,7,11,1.0,  the  construction  of a discount department store was delayed by the protests of several members of the community 
106,106,8,11,1.0,  the  construction  of a discount department store was delayed by the protests of several members of the community 
107,107,9,11,0.8571428571428571,  the  construction  of a discount department store was delayed by the protests of several members of the community 
108,108,10,11,1.0,  the  construction  of a discount department store was delayed by the protests of several members of the community 
109,109,11,11,0.8333333333333334,  the  construction  of a discount department store was delayed by the protests of several members of the community 
110,110,12,11,1.0,  the  construction  of a discount department store was delayed by the protests of several members of the community 
111,111,13,11,0.875,  the  construction  of a discount department store was delayed by the protests of several members of the community 
112,112,14,11,0.8333333333333334,  the  construction  of a discount department store was delayed by the protests of several members of the community 
113,113,15,11,0.8,  the  construction  of a discount department store was delayed by the protests of several members of the community 
114,114,16,11,0.6666666666666666,  the  construction  of a discount department store was delayed by the protests of several members of the community 
115,115,1,12,0.5,ms  maria perreira is  largely  responsible for some of our company s most successful marketing campaigns 
116,116,2,12,0.4,ms  maria perreira is  largely  responsible for some of our company s most successful marketing campaigns 
117,117,3,12,0.0,ms  maria perreira is  largely  responsible for some of our company s most successful marketing campaigns 
118,118,4,12,0.3333333333333333,ms  maria perreira is  largely  responsible for some of our company s most successful marketing campaigns 
119,119,5,12,1.0,ms  maria perreira is  largely  responsible for some of our company s most successful marketing campaigns 
120,120,6,12,0.8571428571428571,ms  maria perreira is  largely  responsible for some of our company s most successful marketing campaigns 
121,121,7,12,0.3333333333333333,ms  maria perreira is  largely  responsible for some of our company s most successful marketing campaigns 
122,122,9,12,1.0,ms  maria perreira is  largely  responsible for some of our company s most successful marketing campaigns 
123,123,10,12,1.0,ms  maria perreira is  largely  responsible for some of our company s most successful marketing campaigns 
124,124,11,12,1.0,ms  maria perreira is  largely  responsible for some of our company s most successful marketing campaigns 
125,125,12,12,0.3333333333333333,ms  maria perreira is  largely  responsible for some of our company s most successful marketing campaigns 
126,126,13,12,0.5,ms  maria perreira is  largely  responsible for some of our company s most successful marketing campaigns 
127,127,14,12,1.0,ms  maria perreira is  largely  responsible for some of our company s most successful marketing campaigns 
128,128,15,12,0.6363636363636364,ms  maria perreira is  largely  responsible for some of our company s most successful marketing campaigns 
129,129,16,12,1.0,ms  maria perreira is  largely  responsible for some of our company s most successful marketing campaigns 
130,130,1,13,1.0,mr  singh requested  estimates  from several catering companies before making his decision 
131,131,2,13,0.5,mr  singh requested  estimates  from several catering companies before making his decision 
132,132,4,13,0.4,mr  singh requested  estimates  from several catering companies before making his decision 
133,133,5,13,0.5,mr  singh requested  estimates  from several catering companies before making his decision 
134,134,6,13,0.75,mr  singh requested  estimates  from several catering companies before making his decision 
135,135,7,13,1.0,mr  singh requested  estimates  from several catering companies before making his decision 
136,136,8,13,1.0,mr  singh requested  estimates  from several catering companies before making his decision 
137,137,9,13,1.0,mr  singh requested  estimates  from several catering companies before making his decision 
138,138,10,13,1.0,mr  singh requested  estimates  from several catering companies before making his decision 
139,139,11,13,0.8333333333333334,mr  singh requested  estimates  from several catering companies before making his decision 
140,140,12,13,0.6666666666666666,mr  singh requested  estimates  from several catering companies before making his decision 
141,141,13,13,0.5,mr  singh requested  estimates  from several catering companies before making his decision 
142,142,14,13,0.7142857142857143,mr  singh requested  estimates  from several catering companies before making his decision 
143,143,15,13,0.75,mr  singh requested  estimates  from several catering companies before making his decision 
144,144,16,13,1.0,mr  singh requested  estimates  from several catering companies before making his decision 
145,145,1,14,0.5,our apartment building s occupancy increased  due to  the efforts of our knowledgeable and friendly rental agent  ms  gova 
146,146,2,14,0.6923076923076923,our apartment building s occupancy increased  due to  the efforts of our knowledgeable and friendly rental agent  ms  gova 
147,147,3,14,0.3333333333333333,our apartment building s occupancy increased  due to  the efforts of our knowledgeable and friendly rental agent  ms  gova 
148,148,4,14,1.0,our apartment building s occupancy increased  due to  the efforts of our knowledgeable and friendly rental agent  ms  gova 
149,149,5,14,0.5,our apartment building s occupancy increased  due to  the efforts of our knowledgeable and friendly rental agent  ms  gova 
150,150,6,14,0.4,our apartment building s occupancy increased  due to  the efforts of our knowledgeable and friendly rental agent  ms  gova 
151,151,7,14,1.0,our apartment building s occupancy increased  due to  the efforts of our knowledgeable and friendly rental agent  ms  gova 
152,152,8,14,0.8571428571428571,our apartment building s occupancy increased  due to  the efforts of our knowledgeable and friendly rental agent  ms  gova 
153,153,9,14,1.0,our apartment building s occupancy increased  due to  the efforts of our knowledgeable and friendly rental agent  ms  gova 
154,154,10,14,0.3333333333333333,our apartment building s occupancy increased  due to  the efforts of our knowledgeable and friendly rental agent  ms  gova 
155,155,11,14,0.14285714285714285,our apartment building s occupancy increased  due to  the efforts of our knowledgeable and friendly rental agent  ms  gova 
156,156,12,14,0.3333333333333333,our apartment building s occupancy increased  due to  the efforts of our knowledgeable and friendly rental agent  ms  gova 
157,157,14,14,0.8333333333333334,our apartment building s occupancy increased  due to  the efforts of our knowledgeable and friendly rental agent  ms  gova 
158,158,15,14,1.0,our apartment building s occupancy increased  due to  the efforts of our knowledgeable and friendly rental agent  ms  gova 
159,159,16,14,1.0,our apartment building s occupancy increased  due to  the efforts of our knowledgeable and friendly rental agent  ms  gova 
160,160,1,15,0.6666666666666666,those employees wishing to change departments  within  the company may send their inquiries to mr  alvarez 
161,161,2,15,0.5,those employees wishing to change departments  within  the company may send their inquiries to mr  alvarez 
162,162,3,15,0.4,those employees wishing to change departments  within  the company may send their inquiries to mr  alvarez 
163,163,4,15,0.3333333333333333,those employees wishing to change departments  within  the company may send their inquiries to mr  alvarez 
164,164,5,15,1.0,those employees wishing to change departments  within  the company may send their inquiries to mr  alvarez 
165,165,6,15,0.5,those employees wishing to change departments  within  the company may send their inquiries to mr  alvarez 
166,166,7,15,1.0,those employees wishing to change departments  within  the company may send their inquiries to mr  alvarez 
167,167,8,15,1.0,those employees wishing to change departments  within  the company may send their inquiries to mr  alvarez 
168,168,10,15,1.0,those employees wishing to change departments  within  the company may send their inquiries to mr  alvarez 
169,169,11,15,0.8333333333333334,those employees wishing to change departments  within  the company may send their inquiries to mr  alvarez 
170,170,12,15,1.0,those employees wishing to change departments  within  the company may send their inquiries to mr  alvarez 
171,171,13,15,1.0,those employees wishing to change departments  within  the company may send their inquiries to mr  alvarez 
172,172,14,15,1.0,those employees wishing to change departments  within  the company may send their inquiries to mr  alvarez 
173,173,15,15,0.9090909090909092,those employees wishing to change departments  within  the company may send their inquiries to mr  alvarez 
174,174,16,15,1.0,those employees wishing to change departments  within  the company may send their inquiries to mr  alvarez 
175,175,1,16,0.75,the new economic quarterly criticized the  quality  of all new products produced by yun sung industrial co   ltd 
176,176,2,16,0.6666666666666666,the new economic quarterly criticized the  quality  of all new products produced by yun sung industrial co   ltd 
177,177,3,16,0.5,the new economic quarterly criticized the  quality  of all new products produced by yun sung industrial co   ltd 
178,178,4,16,1.0,the new economic quarterly criticized the  quality  of all new products produced by yun sung industrial co   ltd 
179,179,5,16,0.5,the new economic quarterly criticized the  quality  of all new products produced by yun sung industrial co   ltd 
180,180,6,16,0.9,the new economic quarterly criticized the  quality  of all new products produced by yun sung industrial co   ltd 
181,181,7,16,1.0,the new economic quarterly criticized the  quality  of all new products produced by yun sung industrial co   ltd 
182,182,8,16,0.3333333333333333,the new economic quarterly criticized the  quality  of all new products produced by yun sung industrial co   ltd 
183,183,9,16,0.8888888888888888,the new economic quarterly criticized the  quality  of all new products produced by yun sung industrial co   ltd 
184,184,10,16,1.0,the new economic quarterly criticized the  quality  of all new products produced by yun sung industrial co   ltd 
185,185,11,16,0.8571428571428571,the new economic quarterly criticized the  quality  of all new products produced by yun sung industrial co   ltd 
186,186,12,16,0.6666666666666666,the new economic quarterly criticized the  quality  of all new products produced by yun sung industrial co   ltd 
187,187,13,16,0.3333333333333333,the new economic quarterly criticized the  quality  of all new products produced by yun sung industrial co   ltd 
188,188,14,16,1.0,the new economic quarterly criticized the  quality  of all new products produced by yun sung industrial co   ltd 
189,189,15,16,1.0,the new economic quarterly criticized the  quality  of all new products produced by yun sung industrial co   ltd 
190,190,16,16,0.3333333333333333,the new economic quarterly criticized the  quality  of all new products produced by yun sung industrial co   ltd 
191,191,1,17,0.75,one of the  leading  international research facilities in botany is located at the hoskin museum of natural history 
192,192,2,17,0.3333333333333333,one of the  leading  international research facilities in botany is located at the hoskin museum of natural history 
193,193,3,17,0.5,one of the  leading  international research facilities in botany is located at the hoskin museum of natural history 
194,194,4,17,1.0,one of the  leading  international research facilities in botany is located at the hoskin museum of natural history 
195,195,5,17,1.0,one of the  leading  international research facilities in botany is located at the hoskin museum of natural history 
196,196,6,17,0.7333333333333333,one of the  leading  international research facilities in botany is located at the hoskin museum of natural history 
197,197,7,17,0.5,one of the  leading  international research facilities in botany is located at the hoskin museum of natural history 
198,198,9,17,1.0,one of the  leading  international research facilities in botany is located at the hoskin museum of natural history 
199,199,10,17,1.0,one of the  leading  international research facilities in botany is located at the hoskin museum of natural history 
200,200,11,17,0.8,one of the  leading  international research facilities in botany is located at the hoskin museum of natural history 
201,201,12,17,1.0,one of the  leading  international research facilities in botany is located at the hoskin museum of natural history 
202,202,13,17,1.0,one of the  leading  international research facilities in botany is located at the hoskin museum of natural history 
203,203,14,17,1.0,one of the  leading  international research facilities in botany is located at the hoskin museum of natural history 
204,204,15,17,1.0,one of the  leading  international research facilities in botany is located at the hoskin museum of natural history 
205,205,16,17,1.0,one of the  leading  international research facilities in botany is located at the hoskin museum of natural history 
206,206,1,18,0.5,in order to ensure customer safety  the government has  instituted  a new set of guidelines for pharmaceutical companies 
207,207,2,18,0.6666666666666666,in order to ensure customer safety  the government has  instituted  a new set of guidelines for pharmaceutical companies 
208,208,3,18,0.5,in order to ensure customer safety  the government has  instituted  a new set of guidelines for pharmaceutical companies 
209,209,4,18,1.0,in order to ensure customer safety  the government has  instituted  a new set of guidelines for pharmaceutical companies 
210,210,6,18,0.6,in order to ensure customer safety  the government has  instituted  a new set of guidelines for pharmaceutical companies 
211,211,7,18,0.6666666666666666,in order to ensure customer safety  the government has  instituted  a new set of guidelines for pharmaceutical companies 
212,212,8,18,1.0,in order to ensure customer safety  the government has  instituted  a new set of guidelines for pharmaceutical companies 
213,213,9,18,1.0,in order to ensure customer safety  the government has  instituted  a new set of guidelines for pharmaceutical companies 
214,214,10,18,1.0,in order to ensure customer safety  the government has  instituted  a new set of guidelines for pharmaceutical companies 
215,215,11,18,1.0,in order to ensure customer safety  the government has  instituted  a new set of guidelines for pharmaceutical companies 
216,216,12,18,0.6,in order to ensure customer safety  the government has  instituted  a new set of guidelines for pharmaceutical companies 
217,217,13,18,1.0,in order to ensure customer safety  the government has  instituted  a new set of guidelines for pharmaceutical companies 
218,218,14,18,1.0,in order to ensure customer safety  the government has  instituted  a new set of guidelines for pharmaceutical companies 
219,219,15,18,1.0,in order to ensure customer safety  the government has  instituted  a new set of guidelines for pharmaceutical companies 
220,220,16,18,1.0,in order to ensure customer safety  the government has  instituted  a new set of guidelines for pharmaceutical companies 
221,221,1,19,0.5,welton textiles inc  made a net profit of   million   allowing  it to fund its expansion across the continent 
222,222,2,19,0.4,welton textiles inc  made a net profit of   million   allowing  it to fund its expansion across the continent 
223,223,3,19,0.5,welton textiles inc  made a net profit of   million   allowing  it to fund its expansion across the continent 
224,224,4,19,0.16666666666666666,welton textiles inc  made a net profit of   million   allowing  it to fund its expansion across the continent 
225,225,5,19,0.0,welton textiles inc  made a net profit of   million   allowing  it to fund its expansion across the continent 
226,226,6,19,0.7894736842105263,welton textiles inc  made a net profit of   million   allowing  it to fund its expansion across the continent 
227,227,7,19,0.5,welton textiles inc  made a net profit of   million   allowing  it to fund its expansion across the continent 
228,228,9,19,0.8888888888888888,welton textiles inc  made a net profit of   million   allowing  it to fund its expansion across the continent 
229,229,10,19,0.0,welton textiles inc  made a net profit of   million   allowing  it to fund its expansion across the continent 
230,230,11,19,0.0,welton textiles inc  made a net profit of   million   allowing  it to fund its expansion across the continent 
231,231,12,19,0.0,welton textiles inc  made a net profit of   million   allowing  it to fund its expansion across the continent 
232,232,13,19,0.0,welton textiles inc  made a net profit of   million   allowing  it to fund its expansion across the continent 
233,233,14,19,0.6666666666666666,welton textiles inc  made a net profit of   million   allowing  it to fund its expansion across the continent 
234,234,15,19,0.9166666666666666,welton textiles inc  made a net profit of   million   allowing  it to fund its expansion across the continent 
235,235,16,19,0.75,welton textiles inc  made a net profit of   million   allowing  it to fund its expansion across the continent 
236,236,1,20,1.0,our  ambitious  production goals will be directed by a skilled team of qualified managers 
237,237,2,20,1.0,our  ambitious  production goals will be directed by a skilled team of qualified managers 
238,238,3,20,0.5,our  ambitious  production goals will be directed by a skilled team of qualified managers 
239,239,4,20,1.0,our  ambitious  production goals will be directed by a skilled team of qualified managers 
240,240,5,20,0.0,our  ambitious  production goals will be directed by a skilled team of qualified managers 
241,241,6,20,0.4,our  ambitious  production goals will be directed by a skilled team of qualified managers 
242,242,7,20,0.5,our  ambitious  production goals will be directed by a skilled team of qualified managers 
243,243,8,20,1.0,our  ambitious  production goals will be directed by a skilled team of qualified managers 
244,244,9,20,1.0,our  ambitious  production goals will be directed by a skilled team of qualified managers 
245,245,10,20,0.3333333333333333,our  ambitious  production goals will be directed by a skilled team of qualified managers 
246,246,11,20,0.8,our  ambitious  production goals will be directed by a skilled team of qualified managers 
247,247,12,20,0.75,our  ambitious  production goals will be directed by a skilled team of qualified managers 
248,248,13,20,0.0,our  ambitious  production goals will be directed by a skilled team of qualified managers 
249,249,14,20,0.75,our  ambitious  production goals will be directed by a skilled team of qualified managers 
250,250,15,20,0.9166666666666666,our  ambitious  production goals will be directed by a skilled team of qualified managers 
251,251,16,20,1.0,our  ambitious  production goals will be directed by a skilled team of qualified managers 
252,252,1,21,0.5,prattchet co  has  increasingly  turned to making most of its products from recycled materials 
253,253,2,21,0.75,prattchet co  has  increasingly  turned to making most of its products from recycled materials 
254,254,3,21,0.5,prattchet co  has  increasingly  turned to making most of its products from recycled materials 
255,255,4,21,1.0,prattchet co  has  increasingly  turned to making most of its products from recycled materials 
256,256,5,21,1.0,prattchet co  has  increasingly  turned to making most of its products from recycled materials 
257,257,6,21,1.0,prattchet co  has  increasingly  turned to making most of its products from recycled materials 
258,258,7,21,0.6666666666666666,prattchet co  has  increasingly  turned to making most of its products from recycled materials 
259,259,8,21,0.9285714285714286,prattchet co  has  increasingly  turned to making most of its products from recycled materials 
260,260,9,21,1.0,prattchet co  has  increasingly  turned to making most of its products from recycled materials 
261,261,10,21,1.0,prattchet co  has  increasingly  turned to making most of its products from recycled materials 
262,262,11,21,0.5714285714285714,prattchet co  has  increasingly  turned to making most of its products from recycled materials 
263,263,12,21,0.8333333333333334,prattchet co  has  increasingly  turned to making most of its products from recycled materials 
264,264,13,21,0.6666666666666666,prattchet co  has  increasingly  turned to making most of its products from recycled materials 
265,265,14,21,0.75,prattchet co  has  increasingly  turned to making most of its products from recycled materials 
266,266,15,21,0.8888888888888888,prattchet co  has  increasingly  turned to making most of its products from recycled materials 
267,267,16,21,0.6,prattchet co  has  increasingly  turned to making most of its products from recycled materials 
268,268,1,22,0.6666666666666666, maintaining  our financial goals for this year may require cutting back on some overhead costs 
269,269,2,22,0.75, maintaining  our financial goals for this year may require cutting back on some overhead costs 
270,270,4,22,1.0, maintaining  our financial goals for this year may require cutting back on some overhead costs 
271,271,6,22,1.0, maintaining  our financial goals for this year may require cutting back on some overhead costs 
272,272,7,22,1.0, maintaining  our financial goals for this year may require cutting back on some overhead costs 
273,273,9,22,1.0, maintaining  our financial goals for this year may require cutting back on some overhead costs 
274,274,10,22,1.0, maintaining  our financial goals for this year may require cutting back on some overhead costs 
275,275,11,22,0.8571428571428571, maintaining  our financial goals for this year may require cutting back on some overhead costs 
276,276,12,22,0.8333333333333334, maintaining  our financial goals for this year may require cutting back on some overhead costs 
277,277,13,22,0.8888888888888888, maintaining  our financial goals for this year may require cutting back on some overhead costs 
278,278,14,22,0.5, maintaining  our financial goals for this year may require cutting back on some overhead costs 
279,279,15,22,1.0, maintaining  our financial goals for this year may require cutting back on some overhead costs 
280,280,1,23,0.3333333333333333,heidelberg publishing co  offers employees  with  performance bonuses to encourage success 
281,281,2,23,0.4,heidelberg publishing co  offers employees  with  performance bonuses to encourage success 
282,282,3,23,0.16666666666666666,heidelberg publishing co  offers employees  with  performance bonuses to encourage success 
283,283,4,23,1.0,heidelberg publishing co  offers employees  with  performance bonuses to encourage success 
284,284,5,23,0.0,heidelberg publishing co  offers employees  with  performance bonuses to encourage success 
285,285,6,23,0.9130434782608696,heidelberg publishing co  offers employees  with  performance bonuses to encourage success 
286,286,7,23,0.0,heidelberg publishing co  offers employees  with  performance bonuses to encourage success 
287,287,9,23,0.75,heidelberg publishing co  offers employees  with  performance bonuses to encourage success 
288,288,10,23,0.4,heidelberg publishing co  offers employees  with  performance bonuses to encourage success 
289,289,11,23,0.14285714285714285,heidelberg publishing co  offers employees  with  performance bonuses to encourage success 
290,290,12,23,0.0,heidelberg publishing co  offers employees  with  performance bonuses to encourage success 
291,291,14,23,0.75,heidelberg publishing co  offers employees  with  performance bonuses to encourage success 
292,292,15,23,0.8571428571428571,heidelberg publishing co  offers employees  with  performance bonuses to encourage success 
293,293,16,23,0.6,heidelberg publishing co  offers employees  with  performance bonuses to encourage success 
294,294,1,24,0.5,an anniversary dinner was held  exclusively  for high ranking officials in the corporation 
295,295,2,24,0.5714285714285714,an anniversary dinner was held  exclusively  for high ranking officials in the corporation 
296,296,4,24,0.5,an anniversary dinner was held  exclusively  for high ranking officials in the corporation 
297,297,5,24,1.0,an anniversary dinner was held  exclusively  for high ranking officials in the corporation 
298,298,6,24,1.0,an anniversary dinner was held  exclusively  for high ranking officials in the corporation 
299,299,7,24,0.5,an anniversary dinner was held  exclusively  for high ranking officials in the corporation 
300,300,9,24,1.0,an anniversary dinner was held  exclusively  for high ranking officials in the corporation 
301,301,10,24,1.0,an anniversary dinner was held  exclusively  for high ranking officials in the corporation 
302,302,11,24,0.8571428571428571,an anniversary dinner was held  exclusively  for high ranking officials in the corporation 
303,303,12,24,1.0,an anniversary dinner was held  exclusively  for high ranking officials in the corporation 
304,304,13,24,0.75,an anniversary dinner was held  exclusively  for high ranking officials in the corporation 
305,305,14,24,1.0,an anniversary dinner was held  exclusively  for high ranking officials in the corporation 
306,306,15,24,1.0,an anniversary dinner was held  exclusively  for high ranking officials in the corporation 
307,307,16,24,1.0,an anniversary dinner was held  exclusively  for high ranking officials in the corporation 
308,308,1,25,1.0, when  contacting our human resources department by phone  please include your contact information 
