,user_id,qId,correctAvg,vocab
183,6,3,0.0,expect
184,6,3,0.0,wear
185,6,3,0.0,name
186,6,3,0.0,tag
187,6,3,0.0,carry
188,6,3,0.0,identification
189,6,3,0.0,time
190,8,3,0.75,laboratory
191,8,3,0.75,employee
192,8,3,0.75,expect
193,8,3,0.75,wear
194,8,3,0.75,name
195,8,3,0.75,tag
196,8,3,0.75,carry
197,8,3,0.75,identification
198,8,3,0.75,time
199,10,3,0.3333333333333333,laboratory
200,10,3,0.3333333333333333,employee
201,10,3,0.3333333333333333,expect
202,10,3,0.3333333333333333,wear
203,10,3,0.3333333333333333,name
204,10,3,0.3333333333333333,tag
205,10,3,0.3333333333333333,carry
206,10,3,0.3333333333333333,identification
207,10,3,0.3333333333333333,time
208,11,3,0.0,laboratory
209,11,3,0.0,employee
210,11,3,0.0,expect
211,11,3,0.0,wear
212,11,3,0.0,name
213,11,3,0.0,tag
214,11,3,0.0,carry
215,11,3,0.0,identification
216,11,3,0.0,time
217,14,3,0.7142857142857143,laboratory
218,14,3,0.7142857142857143,employee
219,14,3,0.7142857142857143,expect
220,14,3,0.7142857142857143,wear
221,14,3,0.7142857142857143,name
222,14,3,0.7142857142857143,tag
223,14,3,0.7142857142857143,carry
224,14,3,0.7142857142857143,identification
225,14,3,0.7142857142857143,time
226,16,3,1.0,laboratory
227,16,3,1.0,employee
228,16,3,1.0,expect
229,16,3,1.0,wear
230,16,3,1.0,name
231,16,3,1.0,tag
232,16,3,1.0,carry
233,16,3,1.0,identification
234,16,3,1.0,time
235,1,4,1.0,late
236,1,4,1.0,training
237,1,4,1.0,guide
238,1,4,1.0,contain
239,1,4,1.0,tip
240,1,4,1.0,teach
241,1,4,1.0,second
242,1,4,1.0,language
243,1,4,1.0,international
244,1,4,1.0,student
245,4,4,0.5,late
246,4,4,0.5,training
247,4,4,0.5,guide
248,4,4,0.5,contain
249,4,4,0.5,tip
250,4,4,0.5,teach
251,4,4,0.5,second
252,4,4,0.5,language
253,4,4,0.5,international
254,4,4,0.5,student
255,6,4,1.0,late
256,6,4,1.0,training
257,6,4,1.0,guide
258,6,4,1.0,contain
259,6,4,1.0,tip
260,6,4,1.0,teach
261,6,4,1.0,second
262,6,4,1.0,language
263,6,4,1.0,international
264,6,4,1.0,student
265,8,4,1.0,late
266,8,4,1.0,training
267,8,4,1.0,guide
268,8,4,1.0,contain
269,8,4,1.0,tip
270,8,4,1.0,teach
271,8,4,1.0,second
272,8,4,1.0,language
273,8,4,1.0,international
274,8,4,1.0,student
275,10,4,1.0,late
276,10,4,1.0,training
277,10,4,1.0,guide
278,10,4,1.0,contain
279,10,4,1.0,tip
280,10,4,1.0,teach
281,10,4,1.0,second
282,10,4,1.0,language
283,10,4,1.0,international
284,10,4,1.0,student
285,14,4,1.0,late
286,14,4,1.0,training
287,14,4,1.0,guide
288,14,4,1.0,contain
289,14,4,1.0,tip
290,14,4,1.0,teach
291,14,4,1.0,second
292,14,4,1.0,language
293,14,4,1.0,international
294,14,4,1.0,student
295,16,4,1.0,late
296,16,4,1.0,training
297,16,4,1.0,guide
298,16,4,1.0,contain
299,16,4,1.0,tip
300,16,4,1.0,teach
301,16,4,1.0,second
302,16,4,1.0,language
303,16,4,1.0,international
304,16,4,1.0,student
305,1,5,0.0,resume
306,1,5,0.0,reference
307,1,5,0.0,qualification
308,1,5,0.0,please
309,1,5,0.0,submit
310,1,5,0.0,human
311,1,5,0.0,resource
312,1,5,0.0,department
313,1,5,0.0,floor
314,4,5,0.8,resume
315,4,5,0.8,reference
316,4,5,0.8,qualification
317,4,5,0.8,please
318,4,5,0.8,submit
319,4,5,0.8,human
320,4,5,0.8,resource
321,4,5,0.8,department
322,4,5,0.8,floor
323,6,5,1.0,resume
324,6,5,1.0,reference
325,6,5,1.0,qualification
326,6,5,1.0,please
327,6,5,1.0,submit
328,6,5,1.0,human
329,6,5,1.0,resource
330,6,5,1.0,department
331,6,5,1.0,floor
332,8,5,0.8333333333333334,resume
333,8,5,0.8333333333333334,reference
334,8,5,0.8333333333333334,qualification
335,8,5,0.8333333333333334,please
336,8,5,0.8333333333333334,submit
337,8,5,0.8333333333333334,human
338,8,5,0.8333333333333334,resource
339,8,5,0.8333333333333334,department
340,8,5,0.8333333333333334,floor
341,10,5,0.0,resume
342,10,5,0.0,reference
343,10,5,0.0,qualification
344,10,5,0.0,please
345,10,5,0.0,submit
346,10,5,0.0,human
347,10,5,0.0,resource
348,10,5,0.0,department
349,10,5,0.0,floor
350,14,5,1.0,resume
351,14,5,1.0,reference
352,14,5,1.0,qualification
353,14,5,1.0,please
354,14,5,1.0,submit
355,14,5,1.0,human
356,14,5,1.0,resource
357,14,5,1.0,department
358,14,5,1.0,floor
359,16,5,0.75,resume
360,16,5,0.75,reference
361,16,5,0.75,qualification
362,16,5,0.75,please
363,16,5,0.75,submit
364,16,5,0.75,human
365,16,5,0.75,resource
366,16,5,0.75,department
367,16,5,0.75,floor
368,1,6,0.0,ursa
369,1,6,0.0,major
370,1,6,0.0,corp
371,1,6,0.0,recently
372,1,6,0.0,negotiate
373,1,6,0.0,deal
374,1,6,0.0,russian
375,1,6,0.0,competitor
376,1,6,0.0,survey
377,1,6,0.0,kamchatka
378,1,6,0.0,peninsula
379,4,6,0.9361702127659576,ursa
380,4,6,0.9361702127659576,major
381,4,6,0.9361702127659576,corp
382,4,6,0.9361702127659576,recently
383,4,6,0.9361702127659576,negotiate
384,4,6,0.9361702127659576,deal
385,4,6,0.9361702127659576,russian
386,4,6,0.9361702127659576,competitor
387,4,6,0.9361702127659576,survey
388,4,6,0.9361702127659576,kamchatka
389,4,6,0.9361702127659576,peninsula
390,6,6,0.0,ursa
391,6,6,0.0,major
392,6,6,0.0,corp
393,6,6,0.0,recently
394,6,6,0.0,negotiate
395,6,6,0.0,deal
396,6,6,0.0,russian
397,6,6,0.0,competitor
398,6,6,0.0,survey
399,6,6,0.0,kamchatka
400,6,6,0.0,peninsula
401,8,6,1.0,ursa
402,8,6,1.0,major
403,8,6,1.0,corp
404,8,6,1.0,recently
405,8,6,1.0,negotiate
406,8,6,1.0,deal
407,8,6,1.0,russian
408,8,6,1.0,competitor
409,8,6,1.0,survey
410,8,6,1.0,kamchatka
411,8,6,1.0,peninsula
412,10,6,0.6666666666666666,ursa
413,10,6,0.6666666666666666,major
414,10,6,0.6666666666666666,corp
415,10,6,0.6666666666666666,recently
416,10,6,0.6666666666666666,negotiate
417,10,6,0.6666666666666666,deal
418,10,6,0.6666666666666666,russian
419,10,6,0.6666666666666666,competitor
420,10,6,0.6666666666666666,survey
421,10,6,0.6666666666666666,kamchatka
422,10,6,0.6666666666666666,peninsula
423,14,6,0.75,ursa
424,14,6,0.75,major
425,14,6,0.75,corp
426,14,6,0.75,recently
427,14,6,0.75,negotiate
428,14,6,0.75,deal
429,14,6,0.75,russian
430,14,6,0.75,competitor
431,14,6,0.75,survey
432,14,6,0.75,kamchatka
433,14,6,0.75,peninsula
434,16,6,0.25,ursa
435,16,6,0.25,major
436,16,6,0.25,corp
437,16,6,0.25,recently
438,16,6,0.25,negotiate
439,16,6,0.25,deal
440,16,6,0.25,russian
441,16,6,0.25,competitor
442,16,6,0.25,survey
443,16,6,0.25,kamchatka
444,16,6,0.25,peninsula
445,1,7,1.0,cho
446,1,7,1.0,relay
447,1,7,1.0,concern
448,1,7,1.0,company
449,1,7,1.0,financial
450,1,7,1.0,situation
451,1,7,1.0,meeting
452,1,7,1.0,manager
453,2,7,0.5555555555555556,cho
454,2,7,0.5555555555555556,relay
455,2,7,0.5555555555555556,concern
456,2,7,0.5555555555555556,company
457,2,7,0.5555555555555556,financial
458,2,7,0.5555555555555556,situation
459,2,7,0.5555555555555556,meeting
460,2,7,0.5555555555555556,manager
461,3,7,0.8,cho
462,3,7,0.8,relay
463,3,7,0.8,concern
464,3,7,0.8,company
465,3,7,0.8,financial
466,3,7,0.8,situation
467,3,7,0.8,meeting
468,3,7,0.8,manager
469,4,7,0.5,cho
470,4,7,0.5,relay
471,4,7,0.5,concern
472,4,7,0.5,company
473,4,7,0.5,financial
474,4,7,0.5,situation
475,4,7,0.5,meeting
476,4,7,0.5,manager
477,5,7,0.0,cho
478,5,7,0.0,relay
479,5,7,0.0,concern
480,5,7,0.0,company
481,5,7,0.0,financial
482,5,7,0.0,situation
483,5,7,0.0,meeting
484,5,7,0.0,manager
485,6,7,0.3333333333333333,cho
486,6,7,0.3333333333333333,relay
487,6,7,0.3333333333333333,concern
488,6,7,0.3333333333333333,company
489,6,7,0.3333333333333333,financial
490,6,7,0.3333333333333333,situation
491,6,7,0.3333333333333333,meeting
492,6,7,0.3333333333333333,manager
493,7,7,1.0,cho
494,7,7,1.0,relay
495,7,7,1.0,concern
496,7,7,1.0,company
497,7,7,1.0,financial
498,7,7,1.0,situation
499,7,7,1.0,meeting
500,7,7,1.0,manager
501,8,7,0.5,cho
502,8,7,0.5,relay
503,8,7,0.5,concern
504,8,7,0.5,company
505,8,7,0.5,financial
506,8,7,0.5,situation
507,8,7,0.5,meeting
508,8,7,0.5,manager
509,9,7,0.75,cho
510,9,7,0.75,relay
511,9,7,0.75,concern
512,9,7,0.75,company
513,9,7,0.75,financial
514,9,7,0.75,situation
515,9,7,0.75,meeting
516,9,7,0.75,manager
517,10,7,0.5,cho
518,10,7,0.5,relay
519,10,7,0.5,concern
520,10,7,0.5,company
521,10,7,0.5,financial
522,10,7,0.5,situation
523,10,7,0.5,meeting
524,10,7,0.5,manager
525,11,7,0.5,cho
526,11,7,0.5,relay
527,11,7,0.5,concern
528,11,7,0.5,company
529,11,7,0.5,financial
530,11,7,0.5,situation
531,11,7,0.5,meeting
532,11,7,0.5,manager
533,12,7,0.25,cho
534,12,7,0.25,relay
535,12,7,0.25,concern
536,12,7,0.25,company
537,12,7,0.25,financial
538,12,7,0.25,situation
539,12,7,0.25,meeting
540,12,7,0.25,manager
541,13,7,0.4,cho
542,13,7,0.4,relay
543,13,7,0.4,concern
544,13,7,0.4,company
545,13,7,0.4,financial
546,13,7,0.4,situation
547,13,7,0.4,meeting
548,13,7,0.4,manager
549,14,7,0.8,cho
550,14,7,0.8,relay
551,14,7,0.8,concern
552,14,7,0.8,company
553,14,7,0.8,financial
554,14,7,0.8,situation
555,14,7,0.8,meeting
556,14,7,0.8,manager
557,15,7,1.0,cho
558,15,7,1.0,relay
559,15,7,1.0,concern
560,15,7,1.0,company
561,15,7,1.0,financial
562,15,7,1.0,situation
563,15,7,1.0,meeting
564,15,7,1.0,manager
565,16,7,0.6666666666666666,cho
566,16,7,0.6666666666666666,relay
567,16,7,0.6666666666666666,concern
568,16,7,0.6666666666666666,company
569,16,7,0.6666666666666666,financial
570,16,7,0.6666666666666666,situation
571,16,7,0.6666666666666666,meeting
572,16,7,0.6666666666666666,manager
573,1,8,0.25,whether
574,1,8,0.25,necessary
575,1,8,0.25,register
576,1,8,0.25,student
577,1,8,0.25,discount
578,1,8,0.25,card
579,1,8,0.25,depend
580,1,8,0.25,need
581,1,8,0.25,individual
582,2,8,0.2857142857142857,whether
583,2,8,0.2857142857142857,necessary
584,2,8,0.2857142857142857,register
585,2,8,0.2857142857142857,student
586,2,8,0.2857142857142857,discount
587,2,8,0.2857142857142857,card
588,2,8,0.2857142857142857,depend
589,2,8,0.2857142857142857,need
590,2,8,0.2857142857142857,individual
591,3,8,1.0,whether
592,3,8,1.0,necessary
593,3,8,1.0,register
594,3,8,1.0,student
595,3,8,1.0,discount
596,3,8,1.0,card
597,3,8,1.0,depend
598,3,8,1.0,need
599,3,8,1.0,individual
600,4,8,1.0,whether
601,4,8,1.0,necessary
602,4,8,1.0,register
603,4,8,1.0,student
604,4,8,1.0,discount
605,4,8,1.0,card
606,4,8,1.0,depend
607,4,8,1.0,need
608,4,8,1.0,individual
609,6,8,1.0,whether
610,6,8,1.0,necessary
611,6,8,1.0,register
612,6,8,1.0,student
613,6,8,1.0,discount
614,6,8,1.0,card
615,6,8,1.0,depend
616,6,8,1.0,need
617,6,8,1.0,individual
618,7,8,0.6666666666666666,whether
619,7,8,0.6666666666666666,necessary
620,7,8,0.6666666666666666,register
621,7,8,0.6666666666666666,student
622,7,8,0.6666666666666666,discount
623,7,8,0.6666666666666666,card
624,7,8,0.6666666666666666,depend
625,7,8,0.6666666666666666,need
626,7,8,0.6666666666666666,individual
627,9,8,1.0,whether
628,9,8,1.0,necessary
629,9,8,1.0,register
630,9,8,1.0,student
631,9,8,1.0,discount
632,9,8,1.0,card
633,9,8,1.0,depend
634,9,8,1.0,need
635,9,8,1.0,individual
636,11,8,0.5,whether
637,11,8,0.5,necessary
638,11,8,0.5,register
639,11,8,0.5,student
640,11,8,0.5,discount
641,11,8,0.5,card
642,11,8,0.5,depend
643,11,8,0.5,need
644,11,8,0.5,individual
645,12,8,1.0,whether
646,12,8,1.0,necessary
647,12,8,1.0,register
648,12,8,1.0,student
649,12,8,1.0,discount
650,12,8,1.0,card
651,12,8,1.0,depend
652,12,8,1.0,need
653,12,8,1.0,individual
654,14,8,1.0,whether
655,14,8,1.0,necessary
656,14,8,1.0,register
657,14,8,1.0,student
658,14,8,1.0,discount
659,14,8,1.0,card
660,14,8,1.0,depend
661,14,8,1.0,need
662,14,8,1.0,individual
663,15,8,1.0,whether
664,15,8,1.0,necessary
665,15,8,1.0,register
666,15,8,1.0,student
667,15,8,1.0,discount
668,15,8,1.0,card
669,15,8,1.0,depend
670,15,8,1.0,need
671,15,8,1.0,individual
672,1,9,1.0,even
673,1,9,1.0,experience
674,1,9,1.0,clerk
675,1,9,1.0,encourage
676,1,9,1.0,attend
677,1,9,1.0,training
678,1,9,1.0,session
679,1,9,1.0,keep
680,1,9,1.0,update
681,1,9,1.0,ideas
682,1,9,1.0,world
683,1,9,1.0,banking
684,2,9,0.5,even
685,2,9,0.5,experience
686,2,9,0.5,clerk
687,2,9,0.5,encourage
688,2,9,0.5,attend
689,2,9,0.5,training
690,2,9,0.5,session
691,2,9,0.5,keep
692,2,9,0.5,update
693,2,9,0.5,ideas
694,2,9,0.5,world
695,2,9,0.5,banking
696,3,9,0.3,even
697,3,9,0.3,experience
698,3,9,0.3,clerk
699,3,9,0.3,encourage
700,3,9,0.3,attend
701,3,9,0.3,training
702,3,9,0.3,session
703,3,9,0.3,keep
704,3,9,0.3,update
705,3,9,0.3,ideas
706,3,9,0.3,world
707,3,9,0.3,banking
708,6,9,1.0,even
709,6,9,1.0,experience
710,6,9,1.0,clerk
711,6,9,1.0,encourage
712,6,9,1.0,attend
713,6,9,1.0,training
714,6,9,1.0,session
715,6,9,1.0,keep
716,6,9,1.0,update
717,6,9,1.0,ideas
718,6,9,1.0,world
719,6,9,1.0,banking
720,7,9,1.0,even
721,7,9,1.0,experience
722,7,9,1.0,clerk
723,7,9,1.0,encourage
724,7,9,1.0,attend
725,7,9,1.0,training
726,7,9,1.0,session
727,7,9,1.0,keep
728,7,9,1.0,update
729,7,9,1.0,ideas
730,7,9,1.0,world
731,7,9,1.0,banking
732,9,9,1.0,even
733,9,9,1.0,experience
734,9,9,1.0,clerk
735,9,9,1.0,encourage
736,9,9,1.0,attend
737,9,9,1.0,training
738,9,9,1.0,session
739,9,9,1.0,keep
740,9,9,1.0,update
741,9,9,1.0,ideas
742,9,9,1.0,world
743,9,9,1.0,banking
744,10,9,1.0,even
745,10,9,1.0,experience
746,10,9,1.0,clerk
747,10,9,1.0,encourage
748,10,9,1.0,attend
749,10,9,1.0,training
750,10,9,1.0,session
751,10,9,1.0,keep
752,10,9,1.0,update
753,10,9,1.0,ideas
754,10,9,1.0,world
755,10,9,1.0,banking
756,11,9,0.8333333333333334,even
757,11,9,0.8333333333333334,experience
758,11,9,0.8333333333333334,clerk
759,11,9,0.8333333333333334,encourage
760,11,9,0.8333333333333334,attend
761,11,9,0.8333333333333334,training
762,11,9,0.8333333333333334,session
763,11,9,0.8333333333333334,keep
764,11,9,0.8333333333333334,update
765,11,9,0.8333333333333334,ideas
766,11,9,0.8333333333333334,world
767,11,9,0.8333333333333334,banking
768,12,9,1.0,even
769,12,9,1.0,experience
770,12,9,1.0,clerk
771,12,9,1.0,encourage
772,12,9,1.0,attend
773,12,9,1.0,training
774,12,9,1.0,session
775,12,9,1.0,keep
776,12,9,1.0,update
777,12,9,1.0,ideas
778,12,9,1.0,world
779,12,9,1.0,banking
780,14,9,0.8333333333333334,even
781,14,9,0.8333333333333334,experience
782,14,9,0.8333333333333334,clerk
783,14,9,0.8333333333333334,encourage
784,14,9,0.8333333333333334,attend
785,14,9,0.8333333333333334,training
786,14,9,0.8333333333333334,session
787,14,9,0.8333333333333334,keep
788,14,9,0.8333333333333334,update
789,14,9,0.8333333333333334,ideas
790,14,9,0.8333333333333334,world
791,14,9,0.8333333333333334,banking
792,15,9,1.0,even
793,15,9,1.0,experience
794,15,9,1.0,clerk
795,15,9,1.0,encourage
796,15,9,1.0,attend
797,15,9,1.0,training
798,15,9,1.0,session
799,15,9,1.0,keep
800,15,9,1.0,update
801,15,9,1.0,ideas
802,15,9,1.0,world
803,15,9,1.0,banking
804,16,9,1.0,even
805,16,9,1.0,experience
806,16,9,1.0,clerk
807,16,9,1.0,encourage
808,16,9,1.0,attend
809,16,9,1.0,training
810,16,9,1.0,session
811,16,9,1.0,keep
812,16,9,1.0,update
813,16,9,1.0,ideas
814,16,9,1.0,world
815,16,9,1.0,banking
816,1,10,0.6666666666666666,worker
817,1,10,0.6666666666666666,advise
818,1,10,0.6666666666666666,operate
819,1,10,0.6666666666666666,certain
820,1,10,0.6666666666666666,machine
821,2,10,0.75,worker
822,2,10,0.75,advise
823,2,10,0.75,operate
824,2,10,0.75,certain
825,2,10,0.75,machine
826,3,10,1.0,worker
827,3,10,1.0,advise
828,3,10,1.0,operate
829,3,10,1.0,certain
830,3,10,1.0,machine
831,4,10,1.0,worker
832,4,10,1.0,advise
833,4,10,1.0,operate
834,4,10,1.0,certain
835,4,10,1.0,machine
836,5,10,1.0,worker
837,5,10,1.0,advise
838,5,10,1.0,operate
839,5,10,1.0,certain
840,5,10,1.0,machine
841,6,10,0.8695652173913043,worker
842,6,10,0.8695652173913043,advise
843,6,10,0.8695652173913043,operate
844,6,10,0.8695652173913043,certain
845,6,10,0.8695652173913043,machine
846,7,10,0.5,worker
847,7,10,0.5,advise
848,7,10,0.5,operate
849,7,10,0.5,certain
850,7,10,0.5,machine
851,8,10,1.0,worker
852,8,10,1.0,advise
853,8,10,1.0,operate
854,8,10,1.0,certain
855,8,10,1.0,machine
856,9,10,1.0,worker
857,9,10,1.0,advise
858,9,10,1.0,operate
859,9,10,1.0,certain
860,9,10,1.0,machine
861,10,10,1.0,worker
862,10,10,1.0,advise
863,10,10,1.0,operate
864,10,10,1.0,certain
865,10,10,1.0,machine
866,11,10,0.4,worker
867,11,10,0.4,advise
868,11,10,0.4,operate
869,11,10,0.4,certain
870,11,10,0.4,machine
871,12,10,1.0,worker
872,12,10,1.0,advise
873,12,10,1.0,operate
874,12,10,1.0,certain
875,12,10,1.0,machine
876,13,10,1.0,worker
877,13,10,1.0,advise
878,13,10,1.0,operate
879,13,10,1.0,certain
880,13,10,1.0,machine
881,14,10,0.8333333333333334,worker
882,14,10,0.8333333333333334,advise
883,14,10,0.8333333333333334,operate
884,14,10,0.8333333333333334,certain
885,14,10,0.8333333333333334,machine
886,15,10,0.875,worker
887,15,10,0.875,advise
888,15,10,0.875,operate
889,15,10,0.875,certain
890,15,10,0.875,machine
891,16,10,1.0,worker
892,16,10,1.0,advise
893,16,10,1.0,operate
894,16,10,1.0,certain
895,16,10,1.0,machine
896,1,11,1.0,construction
897,1,11,1.0,discount
898,1,11,1.0,department
899,1,11,1.0,store
900,1,11,1.0,delayed
901,1,11,1.0,protest
902,1,11,1.0,several
903,1,11,1.0,member
904,1,11,1.0,community
905,2,11,0.8333333333333334,construction
906,2,11,0.8333333333333334,discount
907,2,11,0.8333333333333334,department
908,2,11,0.8333333333333334,store
909,2,11,0.8333333333333334,delayed
910,2,11,0.8333333333333334,protest
911,2,11,0.8333333333333334,several
912,2,11,0.8333333333333334,member
913,2,11,0.8333333333333334,community
914,3,11,0.4545454545454545,construction
915,3,11,0.4545454545454545,discount
916,3,11,0.4545454545454545,department
917,3,11,0.4545454545454545,store
918,3,11,0.4545454545454545,delayed
919,3,11,0.4545454545454545,protest
920,3,11,0.4545454545454545,several
921,3,11,0.4545454545454545,member
922,3,11,0.4545454545454545,community
923,4,11,0.6666666666666666,construction
924,4,11,0.6666666666666666,discount
925,4,11,0.6666666666666666,department
926,4,11,0.6666666666666666,store
927,4,11,0.6666666666666666,delayed
928,4,11,0.6666666666666666,protest
929,4,11,0.6666666666666666,several
930,4,11,0.6666666666666666,member
931,4,11,0.6666666666666666,community
932,6,11,0.5,construction
933,6,11,0.5,discount
934,6,11,0.5,department
935,6,11,0.5,store
936,6,11,0.5,delayed
937,6,11,0.5,protest
938,6,11,0.5,several
939,6,11,0.5,member
940,6,11,0.5,community
941,7,11,1.0,construction
942,7,11,1.0,discount
943,7,11,1.0,department
944,7,11,1.0,store
945,7,11,1.0,delayed
946,7,11,1.0,protest
947,7,11,1.0,several
948,7,11,1.0,member
949,7,11,1.0,community
950,8,11,1.0,construction
951,8,11,1.0,discount
952,8,11,1.0,department
953,8,11,1.0,store
954,8,11,1.0,delayed
955,8,11,1.0,protest
956,8,11,1.0,several
957,8,11,1.0,member
958,8,11,1.0,community
959,9,11,0.8571428571428571,construction
960,9,11,0.8571428571428571,discount
961,9,11,0.8571428571428571,department
962,9,11,0.8571428571428571,store
963,9,11,0.8571428571428571,delayed
964,9,11,0.8571428571428571,protest
965,9,11,0.8571428571428571,several
966,9,11,0.8571428571428571,member
967,9,11,0.8571428571428571,community
968,10,11,1.0,construction
969,10,11,1.0,discount
970,10,11,1.0,department
971,10,11,1.0,store
972,10,11,1.0,delayed
973,10,11,1.0,protest
974,10,11,1.0,several
975,10,11,1.0,member
976,10,11,1.0,community
977,11,11,0.8333333333333334,construction
978,11,11,0.8333333333333334,discount
979,11,11,0.8333333333333334,department
980,11,11,0.8333333333333334,store
981,11,11,0.8333333333333334,delayed
982,11,11,0.8333333333333334,protest
983,11,11,0.8333333333333334,several
984,11,11,0.8333333333333334,member
985,11,11,0.8333333333333334,community
986,12,11,1.0,construction
987,12,11,1.0,discount
988,12,11,1.0,department
989,12,11,1.0,store
990,12,11,1.0,delayed
991,12,11,1.0,protest
992,12,11,1.0,several
993,12,11,1.0,member
994,12,11,1.0,community
995,13,11,0.875,construction
996,13,11,0.875,discount
997,13,11,0.875,department
998,13,11,0.875,store
999,13,11,0.875,delayed
1000,13,11,0.875,protest
