,user_id,qId,timestamp,user_answer,answered_correctly,prior_question_elapsed_time
107,1,25,23254759256,1,1.0,17000.0
108,1,131,2666948618,3,1.0,42000.0
109,1,92,788275327,1,1.0,18000.0
110,1,62,2251519085,2,1.0,18000.0
111,1,134,2250890601,3,1.0,31000.0
112,1,134,2107196406,3,1.0,13000.0
113,1,18,20409412287,3,1.0,17000.0
114,1,62,3481116190,1,0.0,18000.0
115,1,91,5301177289,0,1.0,18000.0
116,1,134,21150646316,3,1.0,22000.0
117,1,134,1423862811,0,0.0,8250.0
118,1,91,4957735719,0,1.0,10000.0
119,1,92,18011747060,3,0.0,13000.0
120,1,24,3976400249,3,1.0,16000.0
121,1,24,3922207871,1,0.0,16000.0
122,1,18,17056415626,0,0.0,5000.0
123,1,7,629469055,3,1.0,16000.0
124,1,92,15657209448,3,0.0,28000.0
125,1,133,5010343870,3,1.0,15000.0
126,1,133,18258555561,2,0.0,12000.0
127,1,62,17832127557,2,1.0,8000.0
128,1,133,19213943145,3,1.0,21000.0
129,1,133,4957606805,0,0.0,5000.0
130,1,131,8708215356,0,0.0,11000.0
131,1,47,715197179,0,1.0,8000.0
132,1,47,22415551387,0,1.0,19000.0
133,1,129,3114106918,2,1.0,11000.0
134,1,129,3482364249,2,1.0,33000.0
135,1,48,2198014858,0,1.0,35000.0
136,1,129,3307711179,2,1.0,14000.0
137,1,129,2756100318,2,1.0,54000.0
138,1,94,21435539092,1,1.0,46000.0
139,1,128,2106110971,1,1.0,2000.0
140,1,128,24052631615,0,0.0,14000.0
141,1,129,207249862,2,1.0,30000.0
142,1,8,3459077826,1,0.0,18000.0
143,1,59,4520298408,2,1.0,9000.0
144,1,128,1813936427,1,1.0,14000.0
145,1,128,244837230,1,1.0,7000.0
146,1,48,4306765383,0,1.0,15000.0
147,1,128,16879589663,1,1.0,11000.0
148,1,8,242307326,1,0.0,9000.0
149,1,128,1851628904,1,1.0,3000.0
150,1,95,18012011055,3,1.0,31000.0
151,1,128,2105810760,1,1.0,8000.0
152,1,28,5529000662,0,0.0,18000.0
153,1,8,20410131624,0,1.0,15000.0
154,1,8,18955637902,3,0.0,18000.0
155,1,47,22365765038,0,1.0,15000.0
156,1,48,4244172232,0,1.0,8000.0
157,1,131,18010379185,3,1.0,9000.0
158,1,17,3976420875,0,0.0,18000.0
159,1,7,19887847791,3,1.0,15000.0
160,1,48,5379127596,0,1.0,4000.0
161,1,59,8152109133,2,1.0,21000.0
162,1,130,20807631868,1,1.0,52000.0
163,1,130,789372363,2,0.0,68000.0
164,1,93,788591832,1,1.0,10000.0
165,1,130,15671819949,1,1.0,35000.0
166,1,130,9313278560,2,0.0,123000.0
167,1,130,8151970430,1,1.0,26000.0
168,1,94,16021929300,1,1.0,9000.0
169,1,94,207215667,1,1.0,18000.0
170,1,130,20641805380,2,0.0,20000.0
171,1,48,20641719350,0,1.0,15000.0
172,1,130,796888943,1,1.0,16000.0
173,1,129,18041321181,2,1.0,27000.0
174,1,100,18012088201,0,0.0,9000.0
175,1,91,2251090979,0,1.0,18000.0
176,1,100,19213688318,2,1.0,15000.0
177,1,120,15475100465,0,1.0,12000.0
178,1,104,2106192862,2,1.0,2000.0
179,1,113,1071910693,3,1.0,14000.0
180,1,13,22408381231,1,1.0,16000.0
181,1,26,18436209030,1,1.0,15000.0
182,1,104,18428703209,2,1.0,22000.0
183,1,104,6860732057,2,1.0,8000.0
184,1,104,329414789,2,1.0,23000.0
185,1,104,205268245,2,1.0,18000.0
186,1,55,3482993233,2,0.0,19000.0
187,1,55,20211055711,3,0.0,27000.0
188,1,26,8237821116,1,1.0,19000.0
189,1,14,18955663663,1,0.0,16000.0
190,1,112,1027153704,0,1.0,35000.0
191,1,112,16540681418,2,0.0,16000.0
192,1,104,6978555781,2,1.0,3000.0
193,1,111,18955204169,1,1.0,4000.0
194,1,105,6030541627,2,1.0,5000.0
195,1,111,2316389236,1,1.0,10000.0
196,1,112,18499984920,0,1.0,10000.0
197,1,55,20386845909,1,1.0,19000.0
198,1,104,1588824054,1,0.0,28000.0
199,1,113,1027642811,0,0.0,43000.0
200,1,104,6251632607,2,1.0,7000.0
201,1,54,10838658860,0,0.0,11000.0
202,1,104,3452653013,2,1.0,25000.0
203,1,55,47989762026,1,1.0,8000.0
204,1,12,4874074117,1,0.0,16000.0
205,1,113,23691564247,3,1.0,8000.0
206,1,104,2105280979,2,1.0,28000.0
207,1,104,244469137,1,0.0,23000.0
208,1,55,3700573397,2,0.0,12000.0
209,1,55,3974164549,1,1.0,3000.0
210,1,104,244293759,2,1.0,3000.0
211,1,104,6947473667,2,1.0,2000.0
212,1,113,6029988587,3,1.0,4000.0
213,1,13,729477179,1,1.0,16000.0
214,1,113,5996071586,3,1.0,14333.0
215,1,104,2251390391,1,0.0,12000.0
216,1,15,728887584,3,1.0,17000.0
217,1,104,2078304663,2,1.0,9000.0
218,1,113,18384584393,3,1.0,17000.0
219,1,103,981259812,1,0.0,16000.0
220,1,105,207529126,0,0.0,53000.0
221,1,105,5706932180,2,1.0,7000.0
222,1,108,17997287295,0,0.0,27000.0
223,1,14,22929351844,0,1.0,15000.0
224,1,108,6946379123,0,0.0,26000.0
225,1,14,3659445710,1,0.0,15000.0
226,1,108,7977488570,0,0.0,45000.0
227,1,108,6947385839,1,1.0,2000.0
228,1,108,47989934292,1,1.0,9000.0
229,1,108,6980172465,1,1.0,42000.0
230,1,105,18385312380,0,0.0,24000.0
231,1,56,5706431374,2,1.0,10000.0
232,1,106,18010231487,3,1.0,19000.0
233,1,108,19189634046,1,1.0,16000.0
234,1,107,22069773072,3,0.0,26000.0
235,1,56,18385484931,0,0.0,11000.0
236,1,106,2251296353,2,0.0,10000.0
237,1,106,8238726983,2,0.0,5000.0
238,1,106,643370593,3,1.0,9000.0
239,1,106,638428135,3,1.0,4000.0
240,1,106,3452731911,0,0.0,9000.0
241,1,105,638510494,0,0.0,16000.0
242,1,56,5079471117,2,1.0,13000.0
243,1,56,6031428726,2,1.0,5000.0
244,1,105,19902449201,0,0.0,22000.0
245,1,105,20222248631,2,1.0,38000.0
246,1,55,1163225508,1,1.0,31000.0
247,1,55,18091695417,3,0.0,5000.0
248,1,105,638732712,2,1.0,1000.0
249,1,55,19213774886,3,0.0,12000.0
250,1,55,3803865093,1,1.0,5000.0
251,1,56,3452912700,2,1.0,26000.0
252,1,14,20410153943,0,1.0,17000.0
253,1,111,900742792,1,1.0,26000.0
254,1,56,5444882954,2,1.0,9000.0
255,1,111,17307092447,3,0.0,9000.0
256,1,105,5135442145,2,1.0,16000.0
257,1,105,5300503976,2,1.0,4000.0
258,1,110,10752917032,3,1.0,24666.0
259,1,110,204944220,3,1.0,23000.0
260,1,105,5379120974,2,1.0,57000.0
261,1,110,20160459698,3,1.0,35000.0
262,1,56,6115883917,2,1.0,15000.0
263,1,56,5379399906,2,1.0,40000.0
264,1,103,10546649888,2,1.0,20000.0
265,1,54,20210825544,3,1.0,37000.0
266,1,51,3482444874,2,1.0,8000.0
267,1,102,788090425,0,0.0,24000.0
268,1,118,2316255790,3,1.0,13000.0
269,1,52,205325800,1,1.0,41000.0
270,1,102,15561113902,3,1.0,36000.0
271,1,52,329147853,1,1.0,14000.0
272,1,52,3481604773,1,1.0,37000.0
273,1,102,20637884966,3,1.0,25000.0
274,1,102,3449678820,3,1.0,25000.0
275,1,52,17927076595,1,1.0,36000.0
276,1,53,17831713395,2,1.0,4000.0
277,1,102,5379340338,3,1.0,5000.0
278,1,57,10752940707,0,1.0,45000.0
279,1,102,5135555020,3,1.0,5000.0
280,1,102,5299354849,3,1.0,19000.0
281,1,53,24445814594,2,1.0,26000.0
282,1,102,3277199565,1,0.0,20000.0
283,1,53,24352967309,2,1.0,17000.0
284,1,102,7930554580,3,1.0,25000.0
285,1,102,868141278,3,1.0,37000.0
286,1,102,5706398371,3,1.0,4000.0
287,1,58,18777292614,1,0.0,28000.0
288,1,50,3482472029,2,0.0,62000.0
289,1,25,18427506398,1,1.0,18000.0
290,1,119,24210978835,2,1.0,20000.0
291,1,119,18346141711,2,1.0,13000.0
292,1,100,242737390,2,1.0,12000.0
293,1,100,244732710,2,1.0,23000.0
294,1,16,19028768352,1,1.0,15000.0
295,1,119,3450793000,2,1.0,26000.0
296,1,15,5392515207,0,0.0,13000.0
297,1,100,16021747468,0,0.0,21000.0
298,1,119,5078890699,2,1.0,64800.0
299,1,51,1028212395,2,1.0,17000.0
300,1,100,208417664,0,0.0,17000.0
301,1,58,21149344738,3,1.0,29000.0
302,1,118,17307016655,3,1.0,7000.0
303,1,118,24139170877,0,0.0,6000.0
304,1,51,18041347252,2,1.0,12000.0
305,1,58,20807617321,1,0.0,5000.0
306,1,119,2281183672,1,0.0,48000.0
307,1,102,3149664386,1,0.0,11000.0
308,1,116,3704674879,0,1.0,22000.0
309,1,116,3482616926,0,1.0,12000.0
310,1,115,4498937061,0,1.0,5000.0
311,1,115,4307987383,0,1.0,60000.0
312,1,54,3059552754,3,1.0,19000.0
313,1,56,19902492137,2,1.0,15000.0
314,1,115,21278270675,1,0.0,12000.0
315,1,103,4182725681,2,1.0,19000.0
316,1,103,2106957495,2,1.0,13000.0
317,1,103,1581277285,2,1.0,11000.0
318,1,115,4824734383,0,1.0,7000.0
319,1,54,3099209772,3,1.0,28000.0
320,1,12,19032114657,0,1.0,15000.0
321,1,103,787870370,2,1.0,73000.0
322,1,54,19213549125,1,0.0,10000.0
323,1,54,18010555555,1,0.0,22000.0
324,1,103,10838734708,2,1.0,12000.0
325,1,115,3452813893,0,1.0,67000.0
326,1,115,21322146046,0,1.0,14000.0
327,1,103,20160842048,2,1.0,8000.0
328,1,115,15673205045,0,1.0,19000.0
329,1,115,4240502695,0,1.0,17000.0
330,1,115,2251174330,1,0.0,9000.0
331,1,54,1027894766,3,1.0,27000.0
332,1,102,24445794548,3,1.0,36000.0
333,1,116,3803147359,0,1.0,8000.0
334,1,116,20210961098,2,0.0,12000.0
335,1,116,20386796916,0,1.0,8000.0
336,1,116,19213727526,2,0.0,10000.0
337,1,116,243594676,0,1.0,10000.0
338,1,116,300506280,0,1.0,18000.0
339,1,116,208032245,3,0.0,17000.0
340,1,57,20160551537,0,1.0,20000.0
341,1,102,5444919806,3,1.0,9000.0
342,1,53,2452277632,0,0.0,28000.0
343,1,15,19717210875,3,1.0,17000.0
344,1,53,2665324475,3,0.0,55000.0
345,1,57,204962645,0,1.0,13000.0
346,1,116,18091319349,3,0.0,14000.0
347,1,56,2198137059,0,0.0,38000.0
348,1,53,3450347268,3,0.0,28000.0
349,1,115,5013092797,0,1.0,5000.0
350,1,115,990113297,0,1.0,29000.0
351,1,11,18427606929,0,1.0,13000.0
352,1,134,15672695391,3,1.0,21000.0
353,1,93,3482659166,3,0.0,23000.0
354,1,106,300215521,1,0.0,11000.0
355,1,65,5301069487,0,0.0,16000.0
356,1,29,15559130599,3,0.0,16000.0
357,1,84,20643513802,2,1.0,14000.0
358,1,73,16625107682,0,1.0,11000.0
359,1,84,15672119932,2,1.0,23000.0
360,1,43,17055402959,0,1.0,19000.0
361,1,84,1162724087,2,1.0,45000.0
362,1,42,8069037238,3,0.0,16000.0
363,1,35,7118054527,0,1.0,20000.0
364,1,65,5378915184,3,1.0,4000.0
365,1,83,15370692051,1,1.0,65000.0
366,1,20,17228132239,3,1.0,16000.0
367,1,42,19717711838,3,0.0,16000.0
368,1,68,20638671136,3,1.0,5000.0
369,1,83,4244278825,1,1.0,12000.0
370,1,74,19188386533,2,1.0,29000.0
371,1,35,23237047315,0,1.0,13000.0
372,1,21,19028897586,3,0.0,17000.0
373,1,83,20338690503,1,1.0,10000.0
374,1,144,20686555057,1,1.0,15000.0
375,1,83,1423604982,1,1.0,27000.0
376,1,42,22501444629,0,1.0,17000.0
377,1,66,21435955836,2,1.0,10000.0
378,1,65,5135260033,0,0.0,8000.0
379,1,144,18999855206,3,0.0,21000.0
380,1,21,20410353304,0,1.0,18000.0
381,1,3,16764761879,2,0.0,18000.0
382,1,83,4306668108,1,1.0,14000.0
383,1,74,17382305176,1,0.0,11000.0
384,1,42,20410623207,0,1.0,19000.0
385,1,74,3149615905,2,1.0,13000.0
386,1,83,2107572249,1,1.0,28000.0
387,1,74,3277727948,2,1.0,35000.0
388,1,73,17319831374,0,1.0,15000.0
389,1,65,19902389395,3,1.0,27000.0
390,1,142,16879565518,2,1.0,15000.0
391,1,142,981879739,2,1.0,9000.0
392,1,22,332111789,3,1.0,16000.0
393,1,70,596538175,1,1.0,33000.0
394,1,142,208212995,2,1.0,20000.0
395,1,19,8237921312,3,0.0,18000.0
396,1,1,630322369,3,0.0,21000.0
397,1,65,866555124,3,1.0,12000.0
398,1,34,15415731245,1,1.0,22333.0
399,1,19,22138579521,1,1.0,15000.0
400,1,85,3481866666,2,1.0,11000.0
401,1,77,4142848827,3,1.0,33000.0
402,1,85,2797871462,0,0.0,9000.0
403,1,85,3106976217,2,1.0,7000.0
404,1,31,17228107910,3,1.0,20000.0
405,1,85,2962249559,0,0.0,38000.0
406,1,85,17927394789,2,1.0,27000.0
407,1,29,3832452807,1,1.0,16000.0
408,1,35,22886195914,1,0.0,16000.0
409,1,147,23424373651,0,1.0,16000.0
410,1,29,20409046167,1,1.0,16000.0
411,1,65,5707099008,3,1.0,14000.0
412,1,143,1072894456,3,1.0,17000.0
413,1,73,24525849240,0,1.0,15000.0
414,1,143,4244572630,3,1.0,49000.0
415,1,68,15657112284,3,1.0,6000.0
416,1,143,4306146332,3,1.0,14000.0
417,1,65,18385095117,0,0.0,11000.0
418,1,73,1027476502,0,1.0,32000.0
419,1,1,17566783770,3,0.0,24000.0
420,1,65,788417389,0,0.0,47000.0
421,1,68,787622319,3,1.0,24000.0
422,1,134,3306286391,3,1.0,6000.0
423,1,74,2368948516,1,0.0,21000.0
424,1,67,212450537,1,1.0,30000.0
425,1,39,22408330007,0,1.0,16000.0
426,1,67,16269504166,1,1.0,24000.0
427,1,30,10050508035,0,1.0,15000.0
428,1,76,4237971765,2,1.0,10000.0
429,1,36,22365592573,1,0.0,14000.0
430,1,2,892789984,3,0.0,23333.0
431,1,67,22193034119,1,1.0,24000.0
432,1,21,341066280,0,1.0,20000.0
433,1,80,786805595,0,1.0,42000.0
434,1,146,18999797896,2,1.0,22000.0
435,1,146,1508659077,1,0.0,21000.0
436,1,76,4825516656,2,1.0,7000.0
437,1,76,4309352242,2,1.0,6000.0
438,1,79,247399476,1,1.0,18000.0
439,1,79,20316236811,1,1.0,18000.0
440,1,2,20055940806,2,1.0,22000.0
441,1,2,18999470780,3,0.0,20000.0
442,1,77,18178555103,3,1.0,21000.0
443,1,77,203600613,3,1.0,66000.0
444,1,21,4496568856,1,0.0,17000.0
445,1,76,5012526483,2,1.0,5000.0
446,1,38,23355334883,3,1.0,15000.0
447,1,38,23224482840,0,0.0,13000.0
448,1,80,22193108635,0,1.0,31000.0
449,1,38,19718217025,1,0.0,16000.0
450,1,38,8069819491,1,0.0,14000.0
451,1,79,15275272038,1,1.0,93000.0
452,1,38,20410651539,0,0.0,17000.0
453,1,67,638845747,1,1.0,8000.0
454,1,146,20056027085,2,1.0,25000.0
455,1,79,207572148,1,1.0,13000.0
456,1,76,1073273820,2,1.0,22000.0
457,1,80,16269580137,0,1.0,28000.0
458,1,39,729422978,0,1.0,15000.0
459,1,76,4498423442,2,1.0,23000.0
460,1,41,19887686916,0,1.0,15000.0
461,1,41,629326128,0,1.0,16000.0
462,1,144,1508725932,3,0.0,29000.0
463,1,144,20056178843,1,1.0,25000.0
464,1,144,22137927442,1,1.0,19000.0
465,1,3,20056438912,2,0.0,20000.0
466,1,75,901183929,0,1.0,21000.0
467,1,82,16450069101,2,1.0,10000.0
468,1,66,16266409612,2,1.0,13000.0
469,1,23,17299417285,3,0.0,17000.0
470,1,82,21410240919,2,1.0,17000.0
471,1,82,866572995,2,1.0,153000.0
472,1,82,788031766,0,0.0,25000.0
473,1,30,790182108,0,1.0,16000.0
474,1,75,18041491589,0,1.0,16000.0
475,1,72,3146960796,2,1.0,24000.0
476,1,81,212388362,2,0.0,14000.0
477,1,81,5135136738,0,1.0,8000.0
478,1,36,715033852,0,1.0,17000.0
479,1,76,18333362691,2,1.0,11000.0
480,1,40,17299307911,0,1.0,15000.0
481,1,75,3526462635,0,1.0,22000.0
482,1,30,2238623844,0,1.0,16000.0
483,1,75,3697704982,0,1.0,17000.0
484,1,81,5301146772,0,1.0,8000.0
485,1,67,597691983,1,1.0,15000.0
486,1,36,23355576083,0,1.0,15000.0
487,1,36,23236491523,1,0.0,16000.0
488,1,81,5378681087,0,1.0,6000.0
489,1,145,242681159,0,1.0,9666.0
490,1,81,18384055001,0,1.0,211000.0
491,1,145,210819646,0,1.0,23000.0
492,1,145,16449459098,0,1.0,21000.0
493,1,23,20460591593,1,1.0,19000.0
494,1,143,18179015115,3,1.0,4000.0
495,1,37,17055628811,0,1.0,18000.0
496,1,139,17927319674,2,1.0,18000.0
497,1,88,6947325520,3,1.0,2000.0
498,1,90,17927225271,0,1.0,11000.0
499,1,90,596121742,0,1.0,36000.0
500,1,90,3481749083,0,1.0,26000.0
501,1,88,6947084925,1,0.0,31000.0
502,1,139,961417052,2,1.0,28000.0
503,1,71,24646901880,0,1.0,12000.0
504,1,88,20211407947,3,1.0,31000.0
505,1,139,3276636583,2,1.0,40000.0
506,1,23,20409810707,3,0.0,17000.0
507,1,5,814241524,1,0.0,24000.0
508,1,72,3279973683,2,1.0,20000.0
509,1,139,3149698218,2,1.0,10000.0
510,1,63,980896570,0,1.0,7000.0
511,1,71,2684779683,0,1.0,68000.0
512,1,88,7032210328,3,1.0,3000.0
513,1,72,17382488636,2,1.0,20000.0
514,1,88,19371673920,1,0.0,14000.0
515,1,72,1030418895,2,1.0,25000.0
516,1,150,4144437162,3,0.0,17000.0
517,1,139,3481833964,2,1.0,59000.0
518,1,147,1070806661,0,1.0,21000.0
519,1,71,2410609685,0,1.0,28000.0
520,1,5,18999397473,1,0.0,44000.0
521,1,46,2280709961,0,1.0,15000.0
522,1,63,300245639,0,1.0,35000.0
523,1,138,6251482438,3,1.0,17000.0
524,1,71,17382743056,0,1.0,7000.0
525,1,150,1162472505,3,0.0,19000.0
526,1,137,2250847600,2,1.0,17000.0
527,1,149,205174603,2,1.0,15000.0
528,1,149,15474985212,2,1.0,12000.0
529,1,6,16765366363,2,0.0,28000.0
530,1,70,21436726319,1,1.0,34000.0
531,1,63,16540287536,0,1.0,9000.0
532,1,137,24101675410,1,0.0,15000.0
533,1,71,3115518198,0,1.0,10000.0
534,1,89,24120696112,2,0.0,20000.0
535,1,89,2281019385,0,1.0,11000.0
536,1,150,17997206565,1,1.0,26000.0
537,1,32,8330130726,0,0.0,67500.0
538,1,70,16269112027,1,1.0,18000.0
539,1,46,24575614109,0,1.0,17000.0
540,1,138,858974362,3,1.0,47000.0
541,1,149,20338737859,2,1.0,11000.0
542,1,137,1030800659,2,1.0,20000.0
543,1,89,17306901932,0,1.0,7000.0
544,1,28,2280611750,3,1.0,14000.0
545,1,71,3287536787,0,1.0,43000.0
546,1,138,18386085878,3,1.0,153000.0
547,1,63,23885327412,0,1.0,48000.0
548,1,88,7031113516,3,1.0,10000.0
549,1,88,6981272431,3,1.0,25000.0
550,1,137,16883445778,2,1.0,13000.0
551,1,45,16764659385,3,1.0,18000.0
552,1,19,20408838993,3,0.0,19000.0
553,1,91,5135095801,0,1.0,7000.0
554,1,91,23799382590,0,1.0,13000.0
555,1,134,2754908514,0,0.0,9000.0
556,1,44,15559253824,0,1.0,16000.0
557,1,141,3287353038,2,0.0,13000.0
558,1,91,5009747786,0,1.0,7000.0
559,1,141,21322062571,3,1.0,15000.0
560,1,91,5378644295,0,1.0,8000.0
561,1,141,15673106999,3,1.0,30000.0
562,1,65,6030430845,3,1.0,18000.0
563,1,87,8188914993,2,1.0,13000.0
564,1,70,23692490223,1,1.0,18000.0
565,1,4,1422005259,3,1.0,22000.0
566,1,141,3449297039,3,1.0,11000.0
567,1,141,23618864262,3,1.0,13000.0
568,1,141,3115590698,3,1.0,46000.0
569,1,33,22365832779,0,0.0,14000.0
570,1,33,23236517367,3,1.0,14000.0
571,1,134,6860628367,3,1.0,14000.0
572,1,142,2105850453,2,1.0,9000.0
573,1,134,6254473952,3,1.0,23000.0
574,1,142,1640748900,2,1.0,10000.0
575,1,150,7930713300,3,0.0,22000.0
576,1,34,595217938,1,1.0,16000.0
577,1,142,2106097590,2,1.0,4000.0
578,1,142,1813794467,2,1.0,23000.0
579,1,32,20408881752,1,1.0,17000.0
580,1,142,1851649659,2,1.0,5000.0
581,1,142,24052591386,2,1.0,10000.0
582,1,22,17142776738,3,1.0,16000.0
583,1,87,19813668974,2,1.0,42000.0
584,1,91,18383945079,0,1.0,54600.0
585,1,22,23481398787,1,0.0,14000.0
586,1,135,207489155,0,1.0,15000.0
587,1,135,16021545503,0,1.0,44800.0
588,1,1,22501369517,0,1.0,14000.0
589,1,87,1163745860,2,1.0,37000.0
590,1,33,715264300,3,1.0,14000.0
591,1,5,22137841918,3,0.0,18000.0
592,1,19,20460378117,1,1.0,16000.0
593,1,72,21325304764,2,1.0,8000.0
594,1,91,1162391959,0,1.0,50000.0
595,1,1,22110047516,3,0.0,16000.0
596,1,135,21433028531,0,1.0,116666.0
597,1,140,17997472021,2,1.0,19000.0
598,1,134,787439547,3,1.0,19000.0
599,1,141,2684641046,2,0.0,25000.0
600,1,140,8151882140,0,0.0,32000.0
601,1,44,8152789071,0,1.0,19000.0
602,1,150,3482353328,1,1.0,11000.0
603,1,140,6809300863,0,0.0,8000.0
604,1,31,21372964094,3,1.0,16000.0
605,1,141,2410663807,0,0.0,11000.0
606,1,140,6340671369,2,1.0,39000.0
607,1,141,21150804976,0,0.0,28000.0
608,1,140,6860389881,0,0.0,2000.0
609,1,134,3114730367,0,0.0,15000.0
610,2,56,8407270744,3,0.0,3000.0
611,2,103,3826681800,2,1.0,32000.0
612,2,22,12938478696,3,1.0,15000.0
613,2,106,3614691580,3,1.0,42000.0
614,2,76,4338102446,2,1.0,7000.0
615,2,21,18902101579,1,0.0,2000.0
616,2,76,3969104679,3,0.0,25000.0
617,2,71,6641029941,1,0.0,28000.0
618,2,14,8224369206,0,1.0,16000.0
619,2,14,10729588453,0,1.0,13000.0
620,2,71,6217686199,0,1.0,2000.0
621,2,23,9170010087,0,0.0,3000.0
622,2,106,3614680455,2,0.0,5000.0
623,2,71,6680751932,0,1.0,42000.0
624,2,105,4567208135,2,1.0,15000.0
625,2,75,12181994467,0,1.0,4000.0
626,2,74,9149271122,2,1.0,29000.0
627,2,68,6380004344,1,0.0,21000.0
628,2,68,6149824422,0,0.0,16000.0
629,2,73,5763960098,0,1.0,6000.0
630,2,73,1832419626,3,0.0,19000.0
631,2,14,6499830787,0,1.0,15000.0
632,2,68,5292801225,0,0.0,23000.0
633,2,22,11576311722,3,1.0,27000.0
634,2,14,6945351891,0,1.0,37000.0
635,2,68,6500182873,3,1.0,8000.0
636,2,104,4567221188,2,1.0,2000.0
