content_id,mean_accuracy,question_asked,std_accuracy,median_accuracy,skew_accuracy
229,0.8179719246398227,10828,0.3858854846048187,1.0,-1.6483162990112428
230,0.8371916096076514,9201,0.3692108257151272,1.0,-1.8269503308672503
231,0.7523268801191363,10744,0.4316810049020072,1.0,-1.1692608975173613
232,0.5804442036836404,11076,0.4935085806182358,1.0,-0.32606821978511086
233,0.8631578947368421,190,0.3445885919305311,1.0,-2.1301998103856903
234,0.7227844638949672,14624,0.4476391234400526,1.0,-0.9955114498701706
235,0.4930432731989152,16962,0.49996633966277665,0.0,0.027832062352454324
236,0.6631461331772593,37589,0.4726407538207505,1.0,-0.6903967245547689
237,0.7814739794328451,12836,0.4132622703737459,1.0,-1.3624173480648225
238,0.8251748251748252,143,0.38115253895693035,1.0,-1.7304737622635582
239,0.5142519219396806,16910,0.4998116202474426,1.0,-0.057035919863502794
240,0.49604072398190047,17680,0.4999984643156875,0.0,0.015838944449929632
241,0.7836122962476753,9141,0.4118041006160984,1.0,-1.3777150941300802
242,0.7229655925723648,29296,0.4475412622395546,1.0,-0.9964704218251138
243,0.888,125,0.3166355389341649,1.0,-2.4906170950786173
244,0.6630647414997671,21470,0.4726735620293634,1.0,-0.6900319629609002
245,0.7632143190081104,10727,0.4251294754331025,1.0,-1.238509294116587
246,0.8718621821164889,6095,0.3342706239779986,1.0,-2.2256472303061656
247,0.7036591237361579,8308,0.45667062900622907,1.0,-0.892144796862422
248,0.8222207724425887,15328,0.3823392614130889,1.0,-1.6857427623743824
249,0.7841299593876914,12804,0.4114406242842077,1.0,-1.3813626121754374
250,0.714770007976602,15044,0.45153892015209984,1.0,-0.9514066426361968
251,0.8618749336447606,9419,0.34504952212610773,1.0,-2.0979700947674793
252,0.7082135266908364,7999,0.4546129833751059,1.0,-0.9162325195979172
253,0.5745052714664262,17737,0.49443174166630977,1.0,-0.30141136681800346
254,0.6692742809002287,8309,0.4705027740249457,1.0,-0.7197196057477079
255,0.5861871819793036,17491,0.4925298354736388,1.0,-0.3500175296197758
256,0.8153153153153153,222,0.38891849073303664,1.0,-1.6362390874350397
257,0.8126232741617357,507,0.3905990409122771,1.0,-1.6070770957632874
258,0.5739053326810176,32704,0.49451539848790277,1.0,-0.29891830601999375
259,0.6558963871847308,14670,0.4750912569182879,1.0,-0.6563692409830038
260,0.6652390692917413,15644,0.4719219068095435,1.0,-0.7003709491810534
261,0.7519412828422508,9401,0.43190905657056283,1.0,-1.1668886736231798
262,0.75,20772,0.4330231252586984,1.0,-1.154783929994983
263,0.7179669993888775,9818,0.45001223725710476,1.0,-0.96891325121185
264,0.8280505489952351,9654,0.37735604860206456,1.0,-1.7390394343678028
265,0.8433305172251948,10653,0.3635059279249508,1.0,-1.889350131627847
266,0.8192165417812767,10543,0.38485691899285346,1.0,-1.6591990044989358
267,0.7660295185095573,8266,0.4233792395663292,1.0,-1.2570002323733804
268,0.822347585114806,10104,0.38223879268512795,1.0,-1.6869632797737946
269,0.7517712967539957,12138,0.43200299713025037,1.0,-1.165791858255238
270,0.6563654272346713,24366,0.4749306373469955,1.0,-0.6585309546865319
271,0.45955451348182885,853,0.49865385775448534,0.0,0.16259992742501092
272,0.8039386961010085,12593,0.3970312161337051,1.0,-1.531300121856996
273,0.757661996497373,4568,0.42854462925169895,1.0,-1.203024562895884
274,0.9131457607979674,10627,0.28163459332510854,1.0,-2.934465716963648
275,0.7590707964601769,13560,0.4276631972862594,1.0,-1.2117433287360655
276,0.7235596429537463,7394,0.44726741610796744,1.0,-0.9999392838227659
277,0.7158668730650155,25840,0.45100927373234967,1.0,-0.9573354469368541
278,0.6543308227114716,13808,0.4756031737188488,1.0,-0.6490838930698722
279,0.514688439032105,50584,0.49978914340496905,1.0,-0.058780867904992484
280,0.823744769874477,11472,0.38105377711731614,1.0,-1.6995040596368312
281,0.477184841453983,1293,0.49967245681987155,0.0,0.09146192940511617
282,0.6532013121127445,16462,0.475965460455168,1.0,-0.6438279237718846
283,0.8144329896907216,9700,0.38877689901574614,1.0,-1.6178833433842246
284,0.5483293822963725,22357,0.4976699197342185,1.0,-0.19424001407129105
285,0.5289806152955926,10369,0.4991834888944592,1.0,-0.11613447510255809
286,0.8828687465386745,10834,0.3215914627235401,1.0,-2.3815273916605624
287,0.6810921037725162,8827,0.4660796709800186,1.0,-0.777262583004553
288,0.6504260432597772,50347,0.47684014270748787,1.0,-0.6309536701934468
289,0.8834915546788312,8111,0.32085342408937506,1.0,-2.391036592155612
290,0.6696688178143394,28202,0.4703406599454717,1.0,-0.7215232086611483
291,0.7635469466570118,33144,0.4249099366955305,1.0,-1.2405586596212712
292,0.8437832093517534,941,0.3632538116458253,1.0,-1.8968304304838823
293,0.7629886552496568,13839,0.42526466506552524,1.0,-1.2370022211449863
294,0.8691466008967089,117987,0.33724138384990554,1.0,-2.1892500511058333
295,0.6801165331391115,13730,0.46644815477665075,1.0,-0.7724021289312696
296,0.6257517769272827,21948,0.4839392122430547,1.0,-0.5197480751908895
297,0.8539697108765488,10895,0.35315278697692326,1.0,-2.0049945193120156
298,0.7378064516129033,11625,0.4398462614356411,1.0,-1.0815022995284171
299,0.6370070778564206,989,0.4811061194040155,1.0,-0.570704447844288
300,0.8374286967968407,9116,0.3689943232676092,1.0,-1.8293113023742993
301,0.8513931888544891,646,0.35597610347902575,1.0,-1.980382776286319
302,0.5691071116547265,11446,0.49522281191049133,1.0,-0.2791438012642083
303,0.7485008818342151,5670,0.4339130306503953,1.0,-1.1457990419107495
304,0.7541899441340782,179,0.4317742175657218,1.0,-1.1907248577366814
305,0.7786292780632239,11483,0.41518759281399265,1.0,-1.3424188022215096
306,0.7400229427036165,16563,0.43863493165206724,1.0,-1.094540867172614
307,0.7190008154856432,23299,0.4494967349685441,1.0,-0.9745103766990922
308,0.6426448736998515,10768,0.4792429126182181,1.0,-0.5954031622960317
309,0.49306930693069306,12625,0.4999717644401126,0.0,0.02772873057182365
310,0.5849056603773585,212,0.4939045426183009,1.0,-0.3470884687955882
311,0.6576804490473556,25298,0.4744952852603262,1.0,-0.664676428932316
312,0.8884375,6400,0.314852025461451,1.0,-2.46820025435429
313,0.7859089139743091,7707,0.41021692717003944,1.0,-1.3943019358658602
314,0.9539620058189286,5843,0.20958534058689204,1.0,-4.333484816936386
315,0.7393732970027248,7340,0.4390064711631852,1.0,-1.0908200896313076
316,0.9073921200750469,13325,0.28989302732223293,1.0,-2.8110595142822583
317,0.933769322235434,8410,0.248699677541736,1.0,-3.4891279849438166
318,0.7601932367149759,5175,0.42700669002817065,1.0,-1.2191557623997866
319,0.5729736607710905,15718,0.49466191723451863,1.0,-0.2950821349776056
320,0.9044025157232705,11130,0.2940516519991867,1.0,-2.751048633459923
321,0.8100409836065574,9760,0.39228861306285734,1.0,-1.5810019423991584
322,0.5612624975495001,15303,0.4962489283207079,1.0,-0.2469345592466115
323,0.9318139361105922,5353,0.25208846892705705,1.0,-3.4271724807745376
324,0.7351345712497392,19172,0.4412730333704738,1.0,-1.06582131687756
325,0.5094713771330167,19163,0.49992332911011184,1.0,-0.037895273900405965
326,0.7513945424393186,13266,0.43222085357136303,1.0,-1.1634443209108147
327,0.8261962390616272,10742,0.378958286072989,1.0,-1.7218622483287505
328,0.741050518568083,11956,0.43807613369308657,1.0,-1.1006801316436827
329,0.6452284119928119,21146,0.47845536261607885,1.0,-0.6071293601094746
330,0.8634777551613841,6878,0.34336724256743606,1.0,-2.1177528528821092
331,0.6546600206903038,10633,0.47550135870949306,1.0,-0.6506358558213354
332,0.8490000749007565,13351,0.35806221615342065,1.0,-1.9496743734801645
333,0.8522824740303059,10493,0.35483666359254196,1.0,-1.9859821104810087
334,0.7075296379365588,15605,0.4549117615692649,1.0,-0.9125120813266542
335,0.6498272668101938,39946,0.4770298593880684,1.0,-0.628198699630053
336,0.8451465391810434,9622,0.36178373295291805,1.0,-1.9084235346934297
337,0.8279905437352246,10575,0.3774065080448144,1.0,-1.7384574976046119
338,0.7696425759722878,12702,0.42107818774342315,1.0,-1.2809261900519393
339,0.8125872174155735,7166,0.39026976069320285,1.0,-1.6023505534908842
340,0.7747510251903925,13656,0.4177614800674756,1.0,-1.315541442035954
341,0.8345488546049555,21390,0.37159590875037346,1.0,-1.8007740694482315
342,0.9064160196158562,7341,0.2912689061296141,1.0,-2.791418968587405
343,0.8058417161556175,8251,0.39557528943281445,1.0,-1.5466884649380521
344,0.8553191489361702,6110,0.3518075597812855,1.0,-2.020624540612488
345,0.893659749450129,10457,0.3082873503987631,1.0,-2.554338051745041
346,0.8514056224899599,498,0.35604584535206824,1.0,-1.9818941029702535
347,0.7153846153846154,130,0.4529766389344969,1.0,-0.9658334721832423
348,0.7940563810581863,7201,0.40441755324947365,1.0,-1.4546256579083583
349,0.8261392769319311,19113,0.37899958757497565,1.0,-1.72123357743974
350,0.7433019009130369,13362,0.4368277299961207,1.0,-1.1141157332454779
351,0.8008474576271186,472,0.39978672928290143,1.0,-1.511444164824556
352,0.7654726096071461,10971,0.42372238384415417,1.0,-1.253278202379447
353,0.6525054466230937,918,0.4764339973612517,1.0,-0.6415932901266486
354,0.7797921387825272,12797,0.4144029181963571,1.0,-1.3505497239546347
355,0.7144358500084076,23788,0.45169219947885003,1.0,-0.9495575999820173
356,0.8837136605189122,6398,0.3205930303504446,1.0,-2.394522710672745
357,0.9121161505846075,15566,0.28313500041724776,1.0,-2.9114670216752097
358,0.8314881839472004,9394,0.374340087253541,1.0,-1.7714307642377922
359,0.7737404008241243,10678,0.41842871498985246,1.0,-1.3086658370692685
360,0.773385518590998,12775,0.41865747134040066,1.0,-1.3062149565773156
361,0.8745351514078271,11294,0.3312599227433221,1.0,-2.2616770823147228
362,0.7624784853700516,581,0.42593109160396264,1.0,-1.2367500377255176
363,0.5013748854262144,1091,0.5002274140368564,1.0,-0.0055071370727315105
364,0.7972972972972973,444,0.4024663152253848,1.0,-1.4840622563376955
365,0.5384615384615384,18941,0.4985316755561045,1.0,-0.1543155709878375
366,0.8701825557809331,7888,0.3361237842167307,1.0,-2.2032147479375923
367,0.764894124055287,14687,0.42407941250586983,1.0,-1.249436747328968
368,0.616943231441048,17175,0.4861461109633273,1.0,-0.4811592574043062
369,0.7626404494382022,20648,0.4254747485974107,1.0,-1.2346955609658865
370,0.8474245115452931,11260,0.3595937883039727,1.0,-1.93265981401799
371,0.939078539030795,20945,0.23919190649817004,1.0,-3.671700069417583
372,0.8661076728555267,30054,0.34054225958759293,1.0,-2.1502884149799355
373,0.8196231319038336,7695,0.38452603118855566,1.0,-1.662858691004197
374,0.6205574634613849,12521,0.48526766344370054,1.0,-0.4969493434810361
375,0.6562911003945638,9124,0.4749713861862032,1.0,-0.6582517254323245
376,0.6840886831092512,22462,0.4648881353377114,1.0,-0.7920403283958797
377,0.6445243945243945,11396,0.47867818606154594,1.0,-0.6039538347151228
378,0.9210268948655257,12270,0.2697077719797037,1.0,-3.1226058485694463
379,0.6653092276022554,22346,0.4718928103821554,1.0,-0.7006846500276029
380,0.9428733835441239,7037,0.23210088650356048,1.0,-3.8172994161411777
